Orthogroup	data_Cint	model_Cint
OG0004111	SGZ55682.1	Candida_intermedia@Seq_204
OG0004112	SGZ55684.1	Candida_intermedia@Seq_2547
OG0004113	SGZ55686.1	Candida_intermedia@Seq_5454
OG0004114	SGZ55688.1	Candida_intermedia@Seq_2735
OG0004115	SGZ55690.1	Candida_intermedia@Seq_717
OG0004116	SGZ55693.1	Candida_intermedia@Seq_366
OG0004117	SGZ55695.1	Candida_intermedia@Seq_4064
OG0004118	SGZ55697.1	Candida_intermedia@Seq_2435
OG0004119	SGZ55703.1	Candida_intermedia@Seq_1386
OG0004120	SGZ55704.1	Candida_intermedia@Seq_4703
OG0004121	SGZ55706.1	Candida_intermedia@Seq_3518
OG0004122	SGZ55708.1	Candida_intermedia@Seq_5067
OG0004123	SGZ55709.1	Candida_intermedia@Seq_2671
OG0004124	SGZ55711.1	Candida_intermedia@Seq_538
OG0004125	SGZ55713.1	Candida_intermedia@Seq_4661
OG0004126	SGZ55714.1	Candida_intermedia@Seq_4962
OG0004127	SGZ55722.1	Candida_intermedia@Seq_96
OG0004128	SGZ55723.1	Candida_intermedia@Seq_5195
OG0004129	SGZ55725.1	Candida_intermedia@Seq_1584
OG0004130	SGZ55727.1	Candida_intermedia@Seq_1526
OG0004131	SGZ55728.1	Candida_intermedia@Seq_3406
OG0004132	SGZ55730.1	Candida_intermedia@Seq_3662
OG0004133	SGZ55732.1	Candida_intermedia@Seq_5243
OG0004134	SGZ55734.1	Candida_intermedia@Seq_5037
OG0004135	SGZ55736.1	Candida_intermedia@Seq_2537
OG0004136	SGZ55738.1	Candida_intermedia@Seq_2702
OG0004137	SGZ55740.1	Candida_intermedia@Seq_4478
OG0004138	SGZ55742.1	Candida_intermedia@Seq_1846
OG0004139	SGZ55744.1	Candida_intermedia@Seq_1798
OG0004140	SGZ55746.1	Candida_intermedia@Seq_3926
OG0004141	SGZ55748.1	Candida_intermedia@Seq_638
OG0004142	SGZ55750.1	Candida_intermedia@Seq_2379
OG0004143	SGZ55752.1	Candida_intermedia@Seq_3873
OG0004144	SGZ55754.1	Candida_intermedia@Seq_4603
OG0004145	SGZ55758.1	Candida_intermedia@Seq_3723
OG0004146	SGZ55760.1	Candida_intermedia@Seq_3094
OG0004147	SGZ55762.1	Candida_intermedia@Seq_992
OG0004148	SGZ55766.1	Candida_intermedia@Seq_1772
OG0004149	SGZ55768.1	Candida_intermedia@Seq_1470
OG0004150	SGZ55770.1	Candida_intermedia@Seq_3247
OG0004151	SGZ55771.1	Candida_intermedia@Seq_4691
OG0004152	SGZ55773.1	Candida_intermedia@Seq_1644
OG0004153	SGZ55777.1	Candida_intermedia@Seq_3293
OG0004154	SGZ55779.1	Candida_intermedia@Seq_3664
OG0004155	SGZ55781.1	Candida_intermedia@Seq_2861
OG0004156	SGZ55783.1	Candida_intermedia@Seq_4825
OG0004157	SGZ55785.1	Candida_intermedia@Seq_5008
OG0004158	SGZ55787.1	Candida_intermedia@Seq_4242
OG0004159	SGZ55789.1	Candida_intermedia@Seq_4156
OG0004160	SGZ55791.1	Candida_intermedia@Seq_4572
OG0004161	SGZ55793.1	Candida_intermedia@Seq_4937
OG0004162	SGZ55797.1	Candida_intermedia@Seq_4671
OG0004163	SGZ55800.1	Candida_intermedia@Seq_342
OG0004164	SGZ55802.1	Candida_intermedia@Seq_1841
OG0004165	SGZ55804.1	Candida_intermedia@Seq_4323
OG0004166	SGZ55806.1	Candida_intermedia@Seq_3358
OG0004167	SGZ55808.1	Candida_intermedia@Seq_4655
OG0004168	SGZ55810.1	Candida_intermedia@Seq_1819
OG0004169	SGZ55813.1	Candida_intermedia@Seq_831
OG0004170	SGZ55816.1	Candida_intermedia@Seq_4251
OG0004171	SGZ55817.1	Candida_intermedia@Seq_5091
OG0004172	SGZ55819.1	Candida_intermedia@Seq_5300
OG0004173	SGZ55823.1	Candida_intermedia@Seq_5424
OG0004174	SGZ55825.1	Candida_intermedia@Seq_2339
OG0004175	SGZ55827.1	Candida_intermedia@Seq_1910
OG0004176	SGZ55828.1	Candida_intermedia@Seq_2991
OG0004177	SGZ55830.1	Candida_intermedia@Seq_1439
OG0004178	SGZ55832.1	Candida_intermedia@Seq_3773
OG0004179	SGZ55836.1	Candida_intermedia@Seq_1778
OG0004180	SGZ55837.1	Candida_intermedia@Seq_2204
OG0004181	SGZ55839.1	Candida_intermedia@Seq_2533
OG0004182	SGZ55841.1	Candida_intermedia@Seq_4199
OG0004183	SGZ55843.1	Candida_intermedia@Seq_4108
OG0004184	SGZ55845.1	Candida_intermedia@Seq_1853
OG0004185	SGZ55849.1	Candida_intermedia@Seq_844
OG0004186	SGZ55851.1	Candida_intermedia@Seq_1294
OG0004187	SGZ55853.1	Candida_intermedia@Seq_1088
OG0004188	SGZ55855.1	Candida_intermedia@Seq_2594
OG0004189	SGZ55857.1	Candida_intermedia@Seq_75
OG0004190	SGZ55859.1	Candida_intermedia@Seq_5484
OG0004191	SGZ55863.1	Candida_intermedia@Seq_5214
OG0004192	SGZ55865.1	Candida_intermedia@Seq_2122
OG0004193	SGZ55867.1	Candida_intermedia@Seq_119
OG0004194	SGZ55868.1	Candida_intermedia@Seq_2722
OG0004195	SGZ55872.1	Candida_intermedia@Seq_2142
OG0004196	SGZ55876.1	Candida_intermedia@Seq_4793
OG0004197	SGZ55878.1	Candida_intermedia@Seq_4332
OG0004198	SGZ55880.1	Candida_intermedia@Seq_5404
OG0004199	SGZ55881.1	Candida_intermedia@Seq_3232
OG0004200	SGZ55883.1	Candida_intermedia@Seq_4849
OG0004201	SGZ55887.1	Candida_intermedia@Seq_1437
OG0004202	SGZ55889.1	Candida_intermedia@Seq_2130
OG0004203	SGZ55894.1	Candida_intermedia@Seq_3877
OG0004204	SGZ55896.1	Candida_intermedia@Seq_5492
OG0004205	SGZ55897.1	Candida_intermedia@Seq_1974
OG0004206	SGZ55899.1	Candida_intermedia@Seq_5486
OG0004207	SGZ55903.1	Candida_intermedia@Seq_790
OG0004208	SGZ55905.1	Candida_intermedia@Seq_5241
OG0004209	SGZ55907.1	Candida_intermedia@Seq_4969
OG0004210	SGZ55908.1	Candida_intermedia@Seq_5446
OG0004211	SGZ55910.1	Candida_intermedia@Seq_850
OG0004212	SGZ55911.1	Candida_intermedia@Seq_4298
OG0004213	SGZ55913.1	Candida_intermedia@Seq_5453
OG0004214	SGZ55915.1	Candida_intermedia@Seq_2894
OG0004215	SGZ55917.1	Candida_intermedia@Seq_4019
OG0004216	SGZ55920.1	Candida_intermedia@Seq_4901
OG0004217	SGZ55922.1	Candida_intermedia@Seq_4398
OG0004218	SGZ55923.1	Candida_intermedia@Seq_3840
OG0004219	SGZ55925.1	Candida_intermedia@Seq_2760
OG0004220	SGZ55927.1	Candida_intermedia@Seq_2143
OG0004221	SGZ55929.1	Candida_intermedia@Seq_812
OG0004222	SGZ55931.1	Candida_intermedia@Seq_4696
OG0004223	SGZ55932.1	Candida_intermedia@Seq_5066
OG0004224	SGZ55937.1	Candida_intermedia@Seq_3140
OG0004225	SGZ55940.1	Candida_intermedia@Seq_4957
OG0004226	SGZ55941.1	Candida_intermedia@Seq_2420
OG0004227	SGZ55943.1	Candida_intermedia@Seq_2948
OG0004228	SGZ55944.1	Candida_intermedia@Seq_2518
OG0004229	SGZ55946.1	Candida_intermedia@Seq_5009
OG0004230	SGZ55948.1	Candida_intermedia@Seq_1426
OG0004231	SGZ55950.1	Candida_intermedia@Seq_255
OG0004232	SGZ55952.1	Candida_intermedia@Seq_5106
OG0004233	SGZ55955.1	Candida_intermedia@Seq_4472
OG0004234	SGZ55957.1	Candida_intermedia@Seq_5257
OG0004235	SGZ55959.1	Candida_intermedia@Seq_1159
OG0004236	SGZ55961.1	Candida_intermedia@Seq_5452
OG0004237	SGZ55963.1	Candida_intermedia@Seq_2155
OG0004238	SGZ55965.1	Candida_intermedia@Seq_2198
OG0004239	SGZ55966.1	Candida_intermedia@Seq_5426
OG0004240	SGZ55969.1	Candida_intermedia@Seq_4856
OG0004241	SGZ55970.1	Candida_intermedia@Seq_1059
OG0004242	SGZ55972.1	Candida_intermedia@Seq_2215
OG0004243	SGZ55974.1	Candida_intermedia@Seq_3074
OG0004244	SGZ55977.1	Candida_intermedia@Seq_5491
OG0004245	SGZ55980.1	Candida_intermedia@Seq_1000
OG0004246	SGZ55982.1	Candida_intermedia@Seq_5311
OG0004247	SGZ55983.1	Candida_intermedia@Seq_5326
OG0004248	SGZ55985.1	Candida_intermedia@Seq_1036
OG0004249	SGZ55987.1	Candida_intermedia@Seq_824
OG0004250	SGZ55989.1	Candida_intermedia@Seq_2152
OG0004251	SGZ55991.1	Candida_intermedia@Seq_4133
OG0004252	SGZ55993.1	Candida_intermedia@Seq_912
OG0004253	SGZ55995.1	Candida_intermedia@Seq_4488
OG0004254	SGZ55997.1	Candida_intermedia@Seq_1617
OG0004255	SGZ55999.1	Candida_intermedia@Seq_1435
OG0004256	SGZ56000.1	Candida_intermedia@Seq_1701
OG0004257	SGZ56003.1	Candida_intermedia@Seq_513
OG0004258	SGZ56005.1	Candida_intermedia@Seq_87
OG0004259	SGZ56007.1	Candida_intermedia@Seq_3038
OG0004260	SGZ56008.1	Candida_intermedia@Seq_389
OG0004261	SGZ56010.1	Candida_intermedia@Seq_2274
OG0004262	SGZ56012.1	Candida_intermedia@Seq_950
OG0004263	SGZ56016.1	Candida_intermedia@Seq_2211
OG0004264	SGZ56018.1	Candida_intermedia@Seq_3648
OG0004265	SGZ56020.1	Candida_intermedia@Seq_1586
OG0004266	SGZ56022.1	Candida_intermedia@Seq_978
OG0004267	SGZ56026.1	Candida_intermedia@Seq_94
OG0004268	SGZ56028.1	Candida_intermedia@Seq_2721
OG0004269	SGZ56030.1	Candida_intermedia@Seq_1862
OG0004270	SGZ56034.1	Candida_intermedia@Seq_752
OG0004271	SGZ56036.1	Candida_intermedia@Seq_5410
OG0004272	SGZ56038.1	Candida_intermedia@Seq_2399
OG0004273	SGZ56040.1	Candida_intermedia@Seq_2108
OG0004274	SGZ56042.1	Candida_intermedia@Seq_4656
OG0004275	SGZ56045.1	Candida_intermedia@Seq_3219
OG0004276	SGZ56048.1	Candida_intermedia@Seq_2156
OG0004277	SGZ56053.1	Candida_intermedia@Seq_871
OG0004278	SGZ56055.1	Candida_intermedia@Seq_1783
OG0004279	SGZ56057.1	Candida_intermedia@Seq_4853
OG0004280	SGZ56058.1	Candida_intermedia@Seq_711
OG0004281	SGZ56062.1	Candida_intermedia@Seq_3499
OG0004282	SGZ56063.1	Candida_intermedia@Seq_5249
OG0004283	SGZ56065.1	Candida_intermedia@Seq_181
OG0004284	SGZ56067.1	Candida_intermedia@Seq_2699
OG0004285	SGZ56069.1	Candida_intermedia@Seq_4573
OG0004286	SGZ56071.1	Candida_intermedia@Seq_1087
OG0004287	SGZ56073.1	Candida_intermedia@Seq_4909
OG0004288	SGZ56074.1	Candida_intermedia@Seq_2393
OG0004289	SGZ56076.1	Candida_intermedia@Seq_423
OG0004290	SGZ56078.1	Candida_intermedia@Seq_1547
OG0004291	SGZ56080.1	Candida_intermedia@Seq_1280
OG0004292	SGZ56081.1	Candida_intermedia@Seq_1223
OG0004293	SGZ56084.1	Candida_intermedia@Seq_5509
OG0004294	SGZ56086.1	Candida_intermedia@Seq_1973
OG0004295	SGZ56090.1	Candida_intermedia@Seq_5133
OG0004296	SGZ56092.1	Candida_intermedia@Seq_121
OG0004297	SGZ56094.1	Candida_intermedia@Seq_869
OG0004298	SGZ56096.1	Candida_intermedia@Seq_497
OG0004299	SGZ56098.1	Candida_intermedia@Seq_5261
OG0004300	SGZ56102.1	Candida_intermedia@Seq_1177
OG0004301	SGZ56103.1	Candida_intermedia@Seq_79
OG0004302	SGZ56105.1	Candida_intermedia@Seq_1791
OG0004303	SGZ56108.1	Candida_intermedia@Seq_1205
OG0004304	SGZ56110.1	Candida_intermedia@Seq_5287
OG0004305	SGZ56111.1	Candida_intermedia@Seq_229
OG0004306	SGZ56114.1	Candida_intermedia@Seq_3968
OG0004307	SGZ56116.1	Candida_intermedia@Seq_1903
OG0004308	SGZ56120.1	Candida_intermedia@Seq_1655
OG0004309	SGZ56124.1	Candida_intermedia@Seq_3999
OG0004310	SGZ56128.1	Candida_intermedia@Seq_3272
OG0004311	SGZ56131.1	Candida_intermedia@Seq_2415
OG0004312	SGZ56134.1	Candida_intermedia@Seq_4835
OG0004313	SGZ56136.1	Candida_intermedia@Seq_4438
OG0004314	SGZ56138.1	Candida_intermedia@Seq_1788
OG0004315	SGZ56140.1	Candida_intermedia@Seq_2428
OG0004316	SGZ56142.1	Candida_intermedia@Seq_3383
OG0004317	SGZ56144.1	Candida_intermedia@Seq_1562
OG0004318	SGZ56148.1	Candida_intermedia@Seq_4371
OG0004319	SGZ56150.1	Candida_intermedia@Seq_743
OG0004320	SGZ56153.1	Candida_intermedia@Seq_222
OG0004321	SGZ56155.1	Candida_intermedia@Seq_1018
OG0004322	SGZ56157.1	Candida_intermedia@Seq_99
OG0004323	SGZ56159.1	Candida_intermedia@Seq_4881
OG0004324	SGZ56161.1	Candida_intermedia@Seq_606
OG0004325	SGZ56163.1	Candida_intermedia@Seq_2488
OG0004326	SGZ56165.1	Candida_intermedia@Seq_948
OG0004327	SGZ56167.1	Candida_intermedia@Seq_5220
OG0004328	SGZ56168.1	Candida_intermedia@Seq_3904
OG0004329	SGZ56172.1	Candida_intermedia@Seq_138
OG0004330	SGZ56174.1	Candida_intermedia@Seq_3447
OG0004331	SGZ56177.1	Candida_intermedia@Seq_2678
OG0004332	SGZ56179.1	Candida_intermedia@Seq_1962
OG0004333	SGZ56181.1	Candida_intermedia@Seq_3405
OG0004334	SGZ56183.1	Candida_intermedia@Seq_425
OG0004335	SGZ56185.1	Candida_intermedia@Seq_5506
OG0004336	SGZ56189.1	Candida_intermedia@Seq_590
OG0004337	SGZ56191.1	Candida_intermedia@Seq_4692
OG0004338	SGZ56193.1	Candida_intermedia@Seq_2692
OG0004339	SGZ56195.1	Candida_intermedia@Seq_2309
OG0004340	SGZ56197.1	Candida_intermedia@Seq_3102
OG0004341	SGZ56200.1	Candida_intermedia@Seq_3239
OG0004342	SGZ56202.1	Candida_intermedia@Seq_5328
OG0004343	SGZ56204.1	Candida_intermedia@Seq_4562
OG0004344	SGZ56206.1	Candida_intermedia@Seq_2294
OG0004345	SGZ56208.1	Candida_intermedia@Seq_600
OG0004346	SGZ56211.1	Candida_intermedia@Seq_3269
OG0004347	SGZ56213.1	Candida_intermedia@Seq_1991
OG0004348	SGZ56215.1	Candida_intermedia@Seq_4032
OG0004349	SGZ56220.1	Candida_intermedia@Seq_1832
OG0004350	SGZ56222.1	Candida_intermedia@Seq_4229
OG0004351	SGZ56224.1	Candida_intermedia@Seq_429
OG0004352	SGZ56226.1	Candida_intermedia@Seq_1969
OG0004353	SGZ56230.1	Candida_intermedia@Seq_210
OG0004354	SGZ56232.1	Candida_intermedia@Seq_2019
OG0004355	SGZ56234.1	Candida_intermedia@Seq_2367
OG0004356	SGZ56236.1	Candida_intermedia@Seq_1164
OG0004357	SGZ56238.1	Candida_intermedia@Seq_437
OG0004358	SGZ56242.1	Candida_intermedia@Seq_1622
OG0004359	SGZ56244.1	Candida_intermedia@Seq_3948
OG0004360	SGZ56246.1	Candida_intermedia@Seq_3902
OG0004361	SGZ56247.1	Candida_intermedia@Seq_1723
OG0004362	SGZ56249.1	Candida_intermedia@Seq_2107
OG0004363	SGZ56251.1	Candida_intermedia@Seq_3727
OG0004364	SGZ56255.1	Candida_intermedia@Seq_3040
OG0004365	SGZ56258.1	Candida_intermedia@Seq_1457
OG0004366	SGZ56259.1	Candida_intermedia@Seq_4875
OG0004367	SGZ56262.1	Candida_intermedia@Seq_526
OG0004368	SGZ56263.1	Candida_intermedia@Seq_1734
OG0004369	SGZ56266.1	Candida_intermedia@Seq_1349
OG0004370	SGZ56268.1	Candida_intermedia@Seq_1296
OG0004371	SGZ56270.1	Candida_intermedia@Seq_3342
OG0004372	SGZ56271.1	Candida_intermedia@Seq_4789
OG0004373	SGZ56274.1	Candida_intermedia@Seq_221
OG0004374	SGZ56276.1	Candida_intermedia@Seq_3717
OG0004375	SGZ56280.1	Candida_intermedia@Seq_744
OG0004376	SGZ56282.1	Candida_intermedia@Seq_1155
OG0004377	SGZ56284.1	Candida_intermedia@Seq_2773
OG0004378	SGZ56286.1	Candida_intermedia@Seq_4851
OG0004379	SGZ56288.1	Candida_intermedia@Seq_4155
OG0004380	SGZ56290.1	Candida_intermedia@Seq_3882
OG0004381	SGZ56292.1	Candida_intermedia@Seq_4055
OG0004382	SGZ56296.1	Candida_intermedia@Seq_1593
OG0004383	SGZ56298.1	Candida_intermedia@Seq_4307
OG0004384	SGZ56301.1	Candida_intermedia@Seq_1571
OG0004385	SGZ56303.1	Candida_intermedia@Seq_5519
OG0004386	SGZ56305.1	Candida_intermedia@Seq_5147
OG0004387	SGZ56307.1	Candida_intermedia@Seq_2856
OG0004388	SGZ56309.1	Candida_intermedia@Seq_5191
OG0004389	SGZ56313.1	Candida_intermedia@Seq_214
OG0004390	SGZ56315.1	Candida_intermedia@Seq_1195
OG0004391	SGZ56319.1	Candida_intermedia@Seq_458
OG0004392	SGZ56321.1	Candida_intermedia@Seq_3944
OG0004393	SGZ56324.1	Candida_intermedia@Seq_2087
OG0004394	SGZ56327.1	Candida_intermedia@Seq_1391
OG0004395	SGZ56329.1	Candida_intermedia@Seq_3213
OG0004396	SGZ56331.1	Candida_intermedia@Seq_1465
OG0004397	SGZ56333.1	Candida_intermedia@Seq_1054
OG0004398	SGZ56337.1	Candida_intermedia@Seq_5511
OG0004399	SGZ56338.1	Candida_intermedia@Seq_3324
OG0004400	SGZ56340.1	Candida_intermedia@Seq_15
OG0004401	SGZ56342.1	Candida_intermedia@Seq_1848
OG0004402	SGZ56344.1	Candida_intermedia@Seq_4075
OG0004403	SGZ56346.1	Candida_intermedia@Seq_1116
OG0004404	SGZ56348.1	Candida_intermedia@Seq_5263
OG0004405	SGZ56350.1	Candida_intermedia@Seq_2252
OG0004406	SGZ56352.1	Candida_intermedia@Seq_1913
OG0004407	SGZ56354.1	Candida_intermedia@Seq_1485
OG0004408	SGZ56356.1	Candida_intermedia@Seq_4086
OG0004409	SGZ56358.1	Candida_intermedia@Seq_3351
OG0004410	SGZ56360.1	Candida_intermedia@Seq_4681
OG0004411	SGZ56362.1	Candida_intermedia@Seq_4659
OG0004412	SGZ56364.1	Candida_intermedia@Seq_2504
OG0004413	SGZ56366.1	Candida_intermedia@Seq_2434
OG0004414	SGZ56368.1	Candida_intermedia@Seq_3496
OG0004415	SGZ56370.1	Candida_intermedia@Seq_4731
OG0004416	SGZ56372.1	Candida_intermedia@Seq_3579
OG0004417	SGZ56374.1	Candida_intermedia@Seq_2750
OG0004418	SGZ56376.1	Candida_intermedia@Seq_5416
OG0004419	SGZ56378.1	Candida_intermedia@Seq_4586
OG0004420	SGZ56380.1	Candida_intermedia@Seq_2625
OG0004421	SGZ56382.1	Candida_intermedia@Seq_47
OG0004422	SGZ56384.1	Candida_intermedia@Seq_1257
OG0004423	SGZ56386.1	Candida_intermedia@Seq_4367
OG0004424	SGZ56388.1	Candida_intermedia@Seq_4130
OG0004425	SGZ56390.1	Candida_intermedia@Seq_5086
OG0004426	SGZ56397.1	Candida_intermedia@Seq_5200
OG0004427	SGZ56401.1	Candida_intermedia@Seq_4479
OG0004428	SGZ56405.1	Candida_intermedia@Seq_1185
OG0004429	SGZ56406.1	Candida_intermedia@Seq_3424
OG0004430	SGZ56409.1	Candida_intermedia@Seq_2872
OG0004431	SGZ56411.1	Candida_intermedia@Seq_1281
OG0004432	SGZ56416.1	Candida_intermedia@Seq_604
OG0004433	SGZ56420.1	Candida_intermedia@Seq_4929
OG0004434	SGZ56424.1	Candida_intermedia@Seq_4504
OG0004435	SGZ56425.1	Candida_intermedia@Seq_2939
OG0004436	SGZ56427.1	Candida_intermedia@Seq_779
OG0004437	SGZ56429.1	Candida_intermedia@Seq_3800
OG0004438	SGZ56431.1	Candida_intermedia@Seq_3491
OG0004439	SGZ56433.1	Candida_intermedia@Seq_3048
OG0004440	SGZ56435.1	Candida_intermedia@Seq_1333
OG0004441	SGZ56437.1	Candida_intermedia@Seq_1518
OG0004442	SGZ56442.1	Candida_intermedia@Seq_2314
OG0004443	SGZ56446.1	Candida_intermedia@Seq_2412
OG0004444	SGZ56448.1	Candida_intermedia@Seq_1864
OG0004445	SGZ56453.1	Candida_intermedia@Seq_4595
OG0004446	SGZ56456.1	Candida_intermedia@Seq_3871
OG0004447	SGZ56460.1	Candida_intermedia@Seq_4574
OG0004448	SGZ56462.1	Candida_intermedia@Seq_1646
OG0004449	SGZ56467.1	Candida_intermedia@Seq_3357
OG0004450	SGZ56469.1	Candida_intermedia@Seq_4451
OG0004451	SGZ56471.1	Candida_intermedia@Seq_2524
OG0004452	SGZ56473.1	Candida_intermedia@Seq_3832
OG0004453	SGZ56475.1	Candida_intermedia@Seq_2857
OG0004454	SGZ56477.1	Candida_intermedia@Seq_1318
OG0004455	SGZ56479.1	Candida_intermedia@Seq_4262
OG0004456	SGZ56481.1	Candida_intermedia@Seq_1384
OG0004457	SGZ56484.1	Candida_intermedia@Seq_3622
OG0004458	SGZ56486.1	Candida_intermedia@Seq_2299
OG0004459	SGZ56490.1	Candida_intermedia@Seq_5269
OG0004460	SGZ56492.1	Candida_intermedia@Seq_4161
OG0004461	SGZ56494.1	Candida_intermedia@Seq_5204
OG0004462	SGZ56498.1	Candida_intermedia@Seq_1616
OG0004463	SGZ56504.1	Candida_intermedia@Seq_3908
OG0004464	SGZ56506.1	Candida_intermedia@Seq_5398
OG0004465	SGZ56507.1	Candida_intermedia@Seq_3430
OG0004466	SGZ56509.1	Candida_intermedia@Seq_1450
OG0004467	SGZ56511.1	Candida_intermedia@Seq_1511
OG0004468	SGZ56512.1	Candida_intermedia@Seq_1538
OG0004469	SGZ56513.1	Candida_intermedia@Seq_5194
OG0004470	SGZ56514.1	Candida_intermedia@Seq_2395
OG0004471	SGZ56515.1	Candida_intermedia@Seq_3005
OG0004472	SGZ56516.1	Candida_intermedia@Seq_5049
OG0004473	SGZ56517.1	Candida_intermedia@Seq_607
OG0004474	SGZ56518.1	Candida_intermedia@Seq_1649
OG0004475	SGZ56519.1	Candida_intermedia@Seq_4112
OG0004476	SGZ56520.1	Candida_intermedia@Seq_2157
OG0004477	SGZ56521.1	Candida_intermedia@Seq_3376
OG0004478	SGZ56522.1	Candida_intermedia@Seq_2298
OG0004479	SGZ56523.1	Candida_intermedia@Seq_467
OG0004480	SGZ56524.1	Candida_intermedia@Seq_1303
OG0004481	SGZ56526.1	Candida_intermedia@Seq_5302
OG0004482	SGZ56527.1	Candida_intermedia@Seq_3121
OG0004483	SGZ56528.1	Candida_intermedia@Seq_197
OG0004484	SGZ56530.1	Candida_intermedia@Seq_3787
OG0004485	SGZ56531.1	Candida_intermedia@Seq_5525
OG0004486	SGZ56532.1	Candida_intermedia@Seq_5281
OG0004487	SGZ56533.1	Candida_intermedia@Seq_147
OG0004488	SGZ56534.1	Candida_intermedia@Seq_4518
OG0004489	SGZ56535.1	Candida_intermedia@Seq_431
OG0004490	SGZ56536.1	Candida_intermedia@Seq_947
OG0004491	SGZ56538.1	Candida_intermedia@Seq_5158
OG0004492	SGZ56541.1	Candida_intermedia@Seq_3080
OG0004493	SGZ56542.1	Candida_intermedia@Seq_2093
OG0004494	SGZ56543.1	Candida_intermedia@Seq_1552
OG0004495	SGZ56544.1	Candida_intermedia@Seq_1073
OG0004496	SGZ56545.1	Candida_intermedia@Seq_4167
OG0004497	SGZ56546.1	Candida_intermedia@Seq_3385
OG0004498	SGZ56547.1	Candida_intermedia@Seq_5098
OG0004499	SGZ56548.1	Candida_intermedia@Seq_3167
OG0004500	SGZ56549.1	Candida_intermedia@Seq_1152
OG0004501	SGZ56550.1	Candida_intermedia@Seq_1952
OG0004502	SGZ56551.1	Candida_intermedia@Seq_376
OG0004503	SGZ56552.1	Candida_intermedia@Seq_3300
OG0004504	SGZ56553.1	Candida_intermedia@Seq_4387
OG0004505	SGZ56554.1	Candida_intermedia@Seq_1471
OG0004506	SGZ56555.1	Candida_intermedia@Seq_5368
OG0004507	SGZ56556.1	Candida_intermedia@Seq_3719
OG0004508	SGZ56557.1	Candida_intermedia@Seq_1027
OG0004509	SGZ56558.1	Candida_intermedia@Seq_2963
OG0004510	SGZ56559.1	Candida_intermedia@Seq_1583
OG0004511	SGZ56560.1	Candida_intermedia@Seq_3618
OG0004512	SGZ56561.1	Candida_intermedia@Seq_5139
OG0004513	SGZ56562.1	Candida_intermedia@Seq_4
OG0004514	SGZ56563.1	Candida_intermedia@Seq_2680
OG0004515	SGZ56564.1	Candida_intermedia@Seq_4954
OG0004516	SGZ56565.1	Candida_intermedia@Seq_5150
OG0004517	SGZ56567.1	Candida_intermedia@Seq_1865
OG0004518	SGZ56637.1	Candida_intermedia@Seq_4585
OG0004519	SGZ56642.1	Candida_intermedia@Seq_3353
OG0004520	SGZ56644.1	Candida_intermedia@Seq_2119
OG0004521	SGZ56649.1	Candida_intermedia@Seq_1588
OG0004522	SGZ56667.1	Candida_intermedia@Seq_677
OG0004523	SGZ56669.1	Candida_intermedia@Seq_4933
OG0004524	SGZ56671.1	Candida_intermedia@Seq_3241
OG0004525	SGZ56676.1	Candida_intermedia@Seq_2070
OG0004526	SGZ56678.1	Candida_intermedia@Seq_3740
OG0004527	SGZ56690.1	Candida_intermedia@Seq_2021
OG0004528	SGZ56692.1	Candida_intermedia@Seq_633
OG0004529	SGZ56694.1	Candida_intermedia@Seq_4902
OG0004530	SGZ56697.1	Candida_intermedia@Seq_4928
OG0004531	SGZ56699.1	Candida_intermedia@Seq_5522
OG0004532	SGZ56705.1	Candida_intermedia@Seq_977
OG0004533	SGZ56707.1	Candida_intermedia@Seq_4209
OG0004534	SGZ56711.1	Candida_intermedia@Seq_4331
OG0004535	SGZ56713.1	Candida_intermedia@Seq_889
OG0004536	SGZ56717.1	Candida_intermedia@Seq_768
OG0004537	SGZ56719.1	Candida_intermedia@Seq_2986
OG0004538	SGZ56724.1	Candida_intermedia@Seq_160
OG0004539	SGZ56726.1	Candida_intermedia@Seq_521
OG0004540	SGZ56728.1	Candida_intermedia@Seq_523
OG0004541	SGZ56730.1	Candida_intermedia@Seq_5431
OG0004542	SGZ56732.1	Candida_intermedia@Seq_801
OG0004543	SGZ56734.1	Candida_intermedia@Seq_3151
OG0004544	SGZ56736.1	Candida_intermedia@Seq_1274
OG0004545	SGZ56739.1	Candida_intermedia@Seq_4146
OG0004546	SGZ56741.1	Candida_intermedia@Seq_489
OG0004547	SGZ56743.1	Candida_intermedia@Seq_3061
OG0004548	SGZ56745.1	Candida_intermedia@Seq_647
OG0004549	SGZ56747.1	Candida_intermedia@Seq_1128
OG0004550	SGZ56749.1	Candida_intermedia@Seq_3914
OG0004551	SGZ56751.1	Candida_intermedia@Seq_354
OG0004552	SGZ56753.1	Candida_intermedia@Seq_3575
OG0004553	SGZ56755.1	Candida_intermedia@Seq_2978
OG0004554	SGZ56756.1	Candida_intermedia@Seq_2229
OG0004555	SGZ56759.1	Candida_intermedia@Seq_1230
OG0004556	SGZ56760.1	Candida_intermedia@Seq_4260
OG0004557	SGZ56762.1	Candida_intermedia@Seq_639
OG0004558	SGZ56764.1	Candida_intermedia@Seq_2276
OG0004559	SGZ56766.1	Candida_intermedia@Seq_4927
OG0004560	SGZ56768.1	Candida_intermedia@Seq_1166
OG0004561	SGZ56770.1	Candida_intermedia@Seq_1603
OG0004562	SGZ56772.1	Candida_intermedia@Seq_2456
OG0004563	SGZ56774.1	Candida_intermedia@Seq_3191
