rxns	rxnNames	formulas	grRules
r_2063	tetracosanoyl-CoA transport	tetracosanoyl-CoA[c] <=> tetracosanoyl-CoA[er]	
r_2064	thiamin phosphatase	H2O[c] + TMP[c] => phosphate[c] + thiamine[c]	Seq_260
r_2066	thiamine(1+) diphosphate(1-) exchange	TDP[e] => 	
r_2067	thiamine(1+) exchange	thiamine[e] => 	
r_2068	thiamine(1+) monophosphate exchange	TMP[e] => 	
r_2069	thiamine-phosphate kinase	ATP[c] + TMP[c] => ADP[c] + TDP[c]	
r_2070	thiazole phosphate synthesis (ribose 5-phosphate)	H+[c] + L-cysteine[c] + L-glycine[c] + O-acetyl-L-homoserine[c] + ribose-5-phosphate[c] => 4-methyl-5-(2-phosphonooxyethyl)thiazole[c] + acetate[c] + ammonium[c] + carbon dioxide[c] + gamma-aminobutyrate[c] + 3 H2O[c] + pyruvate[c]	
r_2071	thiazole phosphate synthesis (xylulose 5-phosphate)	D-xylulose 5-phosphate[c] + H+[c] + L-cysteine[c] + L-glycine[c] + O-acetyl-L-homoserine[c] => 4-methyl-5-(2-phosphonooxyethyl)thiazole[c] + acetate[c] + ammonium[c] + carbon dioxide[c] + gamma-aminobutyrate[c] + 3 H2O[c] + pyruvate[c]	
r_2072	threonine transport	L-threonine[c] => L-threonine[m]	Seq_1249 or Seq_1764 or Seq_21 or Seq_3911 or Seq_4278 or Seq_4658 or CIC11T00000001530
r_2073	thymidine exchange	thymidine[e] => 	
r_2074	thymidine kinase (ATP:thymidine)	ATP[c] + thymidine[c] => ADP[c] + dTMP[c] + H+[c]	
r_2075	thymidine transport	thymidine[e] <=> thymidine[c]	
r_2080	trehalose vacuolar transport	trehalose[c] <=> trehalose[v]	
r_2083	tryptophol exchange	tryptophol[e] => 	
r_2084	tryptophol transport	tryptophol[c] <=> tryptophol[e]	
r_2085	tryptophol transport	tryptophol[c] <=> tryptophol[m]	
r_2089	UMP transport	UMP[c] <=> UMP[n]	
r_2090	uracil exchange	uracil[e] => 	
r_2091	urea exchange	urea[e] => 	
r_2092	uridine exchange	uridine[e] => 	
r_2093	valine transport	L-valine[c] <=> L-valine[m]	
r_2094	water diffusion	H2O[c] <=> H2O[er]	Seq_2010
r_2095	water diffusion	H2O[c] <=> H2O[g]	
r_2096	water diffusion	H2O[c] <=> H2O[m]	
r_2097	water diffusion	H2O[c] <=> H2O[n]	
r_2098	water diffusion	H2O[c] <=> H2O[p]	
r_2099	water diffusion	H2O[c] <=> H2O[v]	
r_2100	water exchange	H2O[e] <=> 	
r_2101	xanthine transport	9H-xanthine[e] <=> 9H-xanthine[c]	
r_2102	xanthosine exchange	xanthosine[e] => 	
r_2103	xanthosine transport	xanthosine[e] => xanthosine[c]	
r_2104	xylitol exchange	xylitol[e] => 	
r_2105	xylitol transport	xylitol[e] <=> xylitol[c]	Seq_1183 or Seq_4936
r_2106	zymosterol exchange	zymosterol[e] => 	
r_2107	zymosterol transport	zymosterol[ce] <=> zymosterol[c]	Seq_1939 or Seq_2121 or Seq_2362 or Seq_2987
r_2108	lipid pseudoreaction - merge	lipid backbone[c] + lipid chain[c] => lipid[c]	
r_2111	growth	biomass[c] => 	
r_2125	coenzyme A: cytoplasm to LP	coenzyme A[c] <=> coenzyme A[lp]	Seq_4527 or Seq_719
r_2129	proton leak	H+[c] => H+[m]	
r_2134	14-demethyllanosterol exchange	14-demethyllanosterol[e] => 	
r_2136	14-demethyllanosterol transport	14-demethyllanosterol[e] <=> 14-demethyllanosterol[c]	
r_2137	ergosta-5,7,22,24(28)-tetraen-3beta-ol exchange	ergosta-5,7,22,24(28)-tetraen-3beta-ol[e] => 	
r_2139	ergosta-5,7,22,24(28)-tetraen-3beta-ol transport	ergosta-5,7,22,24(28)-tetraen-3beta-ol[e] <=> ergosta-5,7,22,24(28)-tetraen-3beta-ol[c]	
r_2184	octanoate (n-C8:0) transport	octanoate[e] <=> octanoate[c]	
r_2185	decanoate (n-C10:0) transport	decanoate[e] <=> decanoate[c]	
r_2186	laurate (n-C12:0) transport	laurate[e] <=> laurate[c]	
r_2187	butyrate exchange	butyrate[e] => 	
r_2188	hexanoate exchange	hexanoate[e] => 	
r_2189	oleate exchange	oleate[e] => 	
r_2190	butyrate (n-C4:0) transport	butyrate[e] <=> butyrate[c]	Seq_1891 or Seq_3768
r_2191	hexanoate (n-C6:0) transport	hexanoate[e] <=> hexanoate[c]	Seq_1891 or Seq_3768
r_2192	octadecenoate (n-C18:1) transport	oleate[e] <=> oleate[c]	
r_2193	myristate exchange	myristate[e] => 	
r_2229	butyrate (n-C4:0) transport, cytoplasm-peroxisome	butyrate[c] <=> butyrate[p]	
r_2230	hexanoate (n-C6:0) transport, cytoplasm-peroxisome	hexanoate[c] <=> hexanoate[p]	
r_2231	octadecenoate (n-C18:1) transport, cytoplasm-peroxisome	oleate[c] <=> oleate[p]	Seq_200 and Seq_3237
r_2812	lysoPC acyltransferase (1-16:0, 2-16:1), mitochondrial membrane	1-acylglycerophosphocholine (16:0)[mm] + palmitoleoyl-CoA(4-)[mm] => phosphatidylcholine (1-16:0, 2-16:1)[mm] + coenzyme A[mm]	
r_2813	lysoPC acyltransferase (1-16:0, 2-18:1), mitochondrial membrane	1-acylglycerophosphocholine (16:0)[mm] + oleoyl-CoA[mm] => phosphatidylcholine (1-16:0, 2-18:1)[mm] + coenzyme A[mm]	
r_2814	lysoPC acyltransferase (1-16:1, 2-16:1), mitochondrial membrane	1-acylglycerophosphocholine (16:1)[mm] + palmitoleoyl-CoA(4-)[mm] => phosphatidylcholine (1-16:1, 2-16:1)[mm] + coenzyme A[mm]	
r_2815	lysoPC acyltransferase (1-16:1, 2-18:1), mitochondrial membrane	1-acylglycerophosphocholine (16:1)[mm] + oleoyl-CoA[mm] => phosphatidylcholine (1-16:1, 2-18:1)[mm] + coenzyme A[mm]	
r_2816	lysoPC acyltransferase (1-18:0, 2-16:1), mitochondrial membrane	1-acylglycerophosphocholine (18:0)[mm] + palmitoleoyl-CoA(4-)[mm] => phosphatidylcholine (1-18:0, 2-16:1)[mm] + coenzyme A[mm]	
r_2817	lysoPC acyltransferase (1-18:0, 2-18:1), mitochondrial membrane	1-acylglycerophosphocholine (18:0)[mm] + oleoyl-CoA[mm] => phosphatidylcholine (1-18:0, 2-18:1)[mm] + coenzyme A[mm]	
r_2818	lysoPC acyltransferase (1-18:1, 2-16:1), mitochondrial membrane	1-acylglycerophosphocholine (18:1)[mm] + palmitoleoyl-CoA(4-)[mm] => phosphatidylcholine (1-18:1, 2-16:1)[mm] + coenzyme A[mm]	
r_2819	lysoPC acyltransferase (1-18:1, 2-18:1), mitochondrial membrane	1-acylglycerophosphocholine (18:1)[mm] + oleoyl-CoA[mm] => phosphatidylcholine (1-18:1, 2-18:1)[mm] + coenzyme A[mm]	
r_3332	PA kinase (1-16:0, 2-16:1), Golgi membrane	phosphatidate (1-16:0, 2-16:1)[gm] + ATP[gm] <=> ADP[gm] + 1,2-diacylglycerol 3-diphosphate (1-16:0, 2-16:1)[gm]	
r_3333	PA kinase (1-16:1, 2-16:1), Golgi membrane	phosphatidate (1-16:1, 2-16:1)[gm] + ATP[gm] <=> ADP[gm] + 1,2-diacylglycerol 3-diphosphate (1-16:1, 2-16:1)[gm]	
r_3334	PA kinase (1-18:0, 2-16:1), Golgi membrane	phosphatidate (1-18:0, 2-16:1)[gm] + ATP[gm] <=> ADP[gm] + 1,2-diacylglycerol 3-diphosphate (1-18:0, 2-16:1)[gm]	
r_3335	PA kinase (1-18:1, 2-16:1), Golgi membrane	phosphatidate (1-18:1, 2-16:1)[gm] + ATP[gm] <=> ADP[gm] + 1,2-diacylglycerol 3-diphosphate (1-18:1, 2-16:1)[gm]	
r_3336	PA kinase (1-16:0, 2-18:1), Golgi membrane	phosphatidate (1-16:0, 2-18:1)[gm] + ATP[gm] <=> ADP[gm] + 1,2-diacylglycerol 3-diphosphate (1-16:0, 2-18:1)[gm]	
r_3337	PA kinase (1-16:1, 2-18:1), Golgi membrane	phosphatidate (1-16:1, 2-18:1)[gm] + ATP[gm] <=> ADP[gm] + 1,2-diacylglycerol 3-diphosphate (1-16:1, 2-18:1)[gm]	
r_3338	PA kinase (1-18:0, 2-18:1), Golgi membrane	phosphatidate (1-18:0, 2-18:1)[gm] + ATP[gm] <=> ADP[gm] + 1,2-diacylglycerol 3-diphosphate (1-18:0, 2-18:1)[gm]	
r_3339	PA kinase (1-18:1, 2-18:1), Golgi membrane	phosphatidate (1-18:1, 2-18:1)[gm] + ATP[gm] <=> ADP[gm] + 1,2-diacylglycerol 3-diphosphate (1-18:1, 2-18:1)[gm]	
r_3340	PA kinase (1-16:0, 2-16:1), vacuolar membrane	phosphatidate (1-16:0, 2-16:1)[vm] + ATP[vm] <=> ADP[vm] + 1,2-diacylglycerol 3-diphosphate (1-16:0, 2-16:1)[vm]	
r_3341	PA kinase (1-16:1, 2-16:1), vacuolar membrane	phosphatidate (1-16:1, 2-16:1)[vm] + ATP[vm] <=> ADP[vm] + 1,2-diacylglycerol 3-diphosphate (1-16:1, 2-16:1)[vm]	
r_3342	PA kinase (1-18:0, 2-16:1), vacuolar membrane	phosphatidate (1-18:0, 2-16:1)[vm] + ATP[vm] <=> ADP[vm] + 1,2-diacylglycerol 3-diphosphate (1-18:0, 2-16:1)[vm]	
r_3343	PA kinase (1-18:1, 2-16:1), vacuolar membrane	phosphatidate (1-18:1, 2-16:1)[vm] + ATP[vm] <=> ADP[vm] + 1,2-diacylglycerol 3-diphosphate (1-18:1, 2-16:1)[vm]	
r_3344	PA kinase (1-16:0, 2-18:1), vacuolar membrane	phosphatidate (1-16:0, 2-18:1)[vm] + ATP[vm] <=> ADP[vm] + 1,2-diacylglycerol 3-diphosphate (1-16:0, 2-18:1)[vm]	
r_3345	PA kinase (1-16:1, 2-18:1), vacuolar membrane	phosphatidate (1-16:1, 2-18:1)[vm] + ATP[vm] <=> ADP[vm] + 1,2-diacylglycerol 3-diphosphate (1-16:1, 2-18:1)[vm]	
r_3346	PA kinase (1-18:0, 2-18:1), vacuolar membrane	phosphatidate (1-18:0, 2-18:1)[vm] + ATP[vm] <=> ADP[vm] + 1,2-diacylglycerol 3-diphosphate (1-18:0, 2-18:1)[vm]	
r_3347	PA kinase (1-18:1, 2-18:1), vacuolar membrane	phosphatidate (1-18:1, 2-18:1)[vm] + ATP[vm] <=> ADP[vm] + 1,2-diacylglycerol 3-diphosphate (1-18:1, 2-18:1)[vm]	
r_3508	laurate transport, cytoplasm-ER membrane	laurate[c] <=> laurate[erm]	
r_3509	myristate transport, cytoplasm-ER membrane	myristate[c] <=> myristate[erm]	
r_3510	palmitate transport, cytoplasm-ER membrane	palmitate[c] <=> palmitate[erm]	
r_3511	palmitoleate transport, cytoplasm-ER membrane	palmitoleate[c] <=> palmitoleate[erm]	
r_3512	stearate transport, cytoplasm-ER membrane	stearate[c] <=> stearate[erm]	
r_3513	oleate transport, cytoplasm-ER membrane	oleate[c] <=> oleate[erm]	
r_3514	malonyl-CoA transport, cytoplasm-ER membrane	malonyl-CoA[c] <=> malonyl-CoA[erm]	
r_3515	lauroyl-CoA transport, cytoplasm-ER membrane	lauroyl-CoA[c] <=> lauroyl-CoA[erm]	
r_3516	myristoyl-CoA transport, cytoplasm-ER membrane	myristoyl-CoA[c] <=> myristoyl-CoA[erm]	
r_3517	palmitoyl-CoA transport, cytoplasm-ER membrane	palmitoyl-CoA[c] <=> palmitoyl-CoA[erm]	
r_3518	palmitoleoyl-CoA transport, cytoplasm-ER membrane	palmitoleoyl-CoA(4-)[c] <=> palmitoleoyl-CoA(4-)[erm]	
r_3519	stearoyl-CoA transport, cytoplasm-ER membrane	stearoyl-CoA[c] <=> stearoyl-CoA[erm]	
r_3520	oleoyl-CoA transport, cytoplasm-ER membrane	oleoyl-CoA[c] <=> oleoyl-CoA[erm]	
r_3521	icosanoyl-CoA transport, cytoplasm-ER membrane	icosanoyl-CoA[c] <=> icosanoyl-CoA[erm]	
r_3522	docosanoyl-CoA transport, cytoplasm-ER membrane	docosanoyl-CoA[c] <=> docosanoyl-CoA[erm]	
r_3523	tetracosanoyl-CoA transport, cytoplasm-ER membrane	tetracosanoyl-CoA[c] <=> tetracosanoyl-CoA[erm]	
r_3524	hexacosanoyl-CoA transport, cytoplasm-ER membrane	hexacosanoyl-CoA[c] <=> hexacosanoyl-CoA[erm]	
r_3525	H+ transport, cytoplasm-ER membrane	H+[c] <=> H+[erm]	
r_3526	H2O transport, cytoplasm-ER membrane	H2O[c] <=> H2O[erm]	Seq_2010
r_3527	CO2 transport, cytoplasm-ER membrane	carbon dioxide[c] <=> carbon dioxide[erm]	
r_3528	coenzyme A transport, cytoplasm-ER membrane	coenzyme A[c] <=> coenzyme A[erm]	
r_3529	NADPH transport, cytoplasm-ER membrane	NADPH[c] <=> NADPH[erm]	
r_3530	NADP(+) transport, cytoplasm-ER membrane	NADP(+)[c] <=> NADP(+)[erm]	
r_3531	O2 transport, cytoplasm-ER membrane	oxygen[c] <=> oxygen[erm]	
r_3532	NADH transport, cytoplasm-ER membrane	NADH[c] <=> NADH[erm]	
r_3533	NAD transport, cytoplasm-ER membrane	NAD[c] <=> NAD[erm]	
r_3534	glycerol 3-phosphate transport, cytoplasm-ER membrane	glycerol 3-phosphate[c] <=> glycerol 3-phosphate[erm]	
r_3535	dihydroxyacetone phosphate transport, cytoplasm-ER membrane	dihydroxyacetone phosphate[c] <=> dihydroxyacetone phosphate[erm]	
r_3536	diphosphate transport, cytoplasm-ER membrane	diphosphate[c] <=> diphosphate[erm]	
r_3537	phosphate transport, cytoplasm-ER membrane	phosphate[c] <=> phosphate[erm]	
r_3538	CTP transport, cytoplasm-ER membrane	CTP[c] <=> CTP[erm]	
r_3539	CDP transport, cytoplasm-ER membrane	CDP[c] <=> CDP[erm]	
r_3540	CMP transport, cytoplasm-ER membrane	CMP[c] <=> CMP[erm]	
r_3541	CDP-ethanolamine transport, cytoplasm-ER membrane	CDP-ethanolamine[c] <=> CDP-ethanolamine[erm]	
r_3542	CDP-choline transport, cytoplasm-ER membrane	CDP-choline[c] <=> CDP-choline[erm]	
r_3543	ATP transport, cytoplasm-ER membrane	ATP[c] <=> ATP[erm]	
r_3544	AMP transport, cytoplasm-ER membrane	AMP[c] <=> AMP[erm]	
r_3545	L-serine transport, cytoplasm-ER membrane	L-serine[c] <=> L-serine[erm]	Seq_1249 or Seq_1764 or Seq_21 or Seq_3911 or Seq_4278 or Seq_4658 or CIC11T00000001530
r_3546	myo-inositol transport, cytoplasm-ER membrane	myo-inositol[c] <=> myo-inositol[erm]	
r_3547	S-adenosyl-L-methionine transport, cytoplasm-ER membrane	S-adenosyl-L-methionine[c] <=> S-adenosyl-L-methionine[erm]	
r_3548	S-adenosyl-L-homocysteine transport, cytoplasm-ER membrane	S-adenosyl-L-homocysteine[c] <=> S-adenosyl-L-homocysteine[erm]	
r_3549	episterol transport, cytoplasm-ER membrane	episterol[c] <=> episterol[erm]	
r_3550	fecosterol transport, cytoplasm-ER membrane	fecosterol[c] <=> fecosterol[erm]	
r_3551	lanosterol transport, cytoplasm-ER membrane	lanosterol[c] <=> lanosterol[erm]	
r_3552	ergosterol transport, cytoplasm-ER membrane	ergosterol[c] <=> ergosterol[erm]	
r_3553	zymosterol transport, cytoplasm-ER membrane	zymosterol[c] <=> zymosterol[erm]	
r_3554	diglyceride (1-16:0, 2-16:1) transport, cytoplasm-ER membrane	diglyceride (1-16:0, 2-16:1)[c] <=> diglyceride (1-16:0, 2-16:1)[erm]	
r_3555	diglyceride (1-16:1, 2-16:1) transport, cytoplasm-ER membrane	diglyceride (1-16:1, 2-16:1)[c] <=> diglyceride (1-16:1, 2-16:1)[erm]	
r_3556	diglyceride (1-18:0, 2-16:1) transport, cytoplasm-ER membrane	diglyceride (1-18:0, 2-16:1)[c] <=> diglyceride (1-18:0, 2-16:1)[erm]	
r_3557	diglyceride (1-18:1, 2-16:1) transport, cytoplasm-ER membrane	diglyceride (1-18:1, 2-16:1)[c] <=> diglyceride (1-18:1, 2-16:1)[erm]	
r_3558	diglyceride (1-16:0, 2-18:1) transport, cytoplasm-ER membrane	diglyceride (1-16:0, 2-18:1)[c] <=> diglyceride (1-16:0, 2-18:1)[erm]	
r_3559	diglyceride (1-16:1, 2-18:1) transport, cytoplasm-ER membrane	diglyceride (1-16:1, 2-18:1)[c] <=> diglyceride (1-16:1, 2-18:1)[erm]	
r_3560	diglyceride (1-18:0, 2-18:1) transport, cytoplasm-ER membrane	diglyceride (1-18:0, 2-18:1)[c] <=> diglyceride (1-18:0, 2-18:1)[erm]	
r_3561	diglyceride (1-18:1, 2-18:1) transport, cytoplasm-ER membrane	diglyceride (1-18:1, 2-18:1)[c] <=> diglyceride (1-18:1, 2-18:1)[erm]	
r_3562	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) transport, cytoplasm-ER membrane	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[c] <=> 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[erm]	
r_3563	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) transport, cytoplasm-ER membrane	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[c] <=> 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[erm]	
r_3564	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) transport, cytoplasm-ER membrane	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[c] <=> 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[erm]	
r_3565	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) transport, cytoplasm-ER membrane	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[c] <=> 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[erm]	
r_3566	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, cytoplasm-ER membrane	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[c] <=> 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[erm]	
r_3567	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) transport, cytoplasm-ER membrane	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[c] <=> 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[erm]	
r_3568	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, cytoplasm-ER membrane	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[c] <=> 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[erm]	
r_3569	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) transport, cytoplasm-ER membrane	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[c] <=> 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[erm]	
r_3570	sn-glycero-3-phosphocholine transport, ER membrane-cytoplasm	sn-glycero-3-phosphocholine[erm] <=> sn-glycero-3-phosphocholine[c]	
r_3571	hexadecanoate (n-C16:0) transport, cytoplasm-lipid particle	palmitate[c] <=> palmitate[lp]	
r_3572	hexadecenoate (n-C16:1) transport, cytoplasm-lipid particle	palmitoleate[c] <=> palmitoleate[lp]	
r_3573	octadecanoate (n-C18:0) transport, cytoplasm-lipid particle	stearate[c] <=> stearate[lp]	
r_3574	octadecenoate (n-C18:1) transport, cytoplasm-lipid particle	oleate[c] <=> oleate[lp]	
r_3575	lauroyl-CoA transport, cytoplasm-lipid particle	lauroyl-CoA[c] <=> lauroyl-CoA[lp]	
r_3576	myristoyl-CoA transport, cytoplasm-lipid particle	myristoyl-CoA[c] <=> myristoyl-CoA[lp]	
r_3577	palmitoyl-CoA transport, cytoplasm-lipid particle	palmitoyl-CoA[c] <=> palmitoyl-CoA[lp]	
r_3578	palmitoleoyl-CoA transport, cytoplasm-lipid particle	palmitoleoyl-CoA(4-)[c] <=> palmitoleoyl-CoA(4-)[lp]	
r_3579	stearoyl-CoA transport, cytoplasm-lipid particle	stearoyl-CoA[c] <=> stearoyl-CoA[lp]	
r_3580	oleoyl-CoA transport, cytoplasm-lipid particle	oleoyl-CoA[c] <=> oleoyl-CoA[lp]	
r_3581	glycerol 3-phosphate transport, cytoplasm-lipid particle	glycerol 3-phosphate[c] <=> glycerol 3-phosphate[lp]	
r_3582	dihydroxyacetone phosphate transport, cytoplasm-lipid particle	dihydroxyacetone phosphate[c] <=> dihydroxyacetone phosphate[lp]	
r_3583	NADPH transport, cytoplasm-lipid particle	NADPH[c] <=> NADPH[lp]	
r_3584	NADP(+) transport, cytoplasm-lipid particle	NADP(+)[c] <=> NADP(+)[lp]	
r_3585	ATP transport, cytoplasm-lipid particle	ATP[c] <=> ATP[lp]	
r_3586	AMP transport, cytoplasm-lipid particle	AMP[c] <=> AMP[lp]	
r_3587	diphosphate transport, cytoplasm-lipid particle	diphosphate[c] <=> diphosphate[lp]	
r_3588	diglyceride (1-16:0, 2-16:1) transport, cytoplasm-lipid particle	diglyceride (1-16:0, 2-16:1)[c] <=> diglyceride (1-16:0, 2-16:1)[lp]	
r_3589	diglyceride (1-16:1, 2-16:1) transport, cytoplasm-lipid particle	diglyceride (1-16:1, 2-16:1)[c] <=> diglyceride (1-16:1, 2-16:1)[lp]	
r_3590	diglyceride (1-18:0, 2-16:1) transport, cytoplasm-lipid particle	diglyceride (1-18:0, 2-16:1)[c] <=> diglyceride (1-18:0, 2-16:1)[lp]	
r_3591	diglyceride (1-18:1, 2-16:1) transport, cytoplasm-lipid particle	diglyceride (1-18:1, 2-16:1)[c] <=> diglyceride (1-18:1, 2-16:1)[lp]	
r_3592	diglyceride (1-16:0, 2-18:1) transport, cytoplasm-lipid particle	diglyceride (1-16:0, 2-18:1)[c] <=> diglyceride (1-16:0, 2-18:1)[lp]	
r_3593	diglyceride (1-16:1, 2-18:1) transport, cytoplasm-lipid particle	diglyceride (1-16:1, 2-18:1)[c] <=> diglyceride (1-16:1, 2-18:1)[lp]	
r_3594	diglyceride (1-18:0, 2-18:1) transport, cytoplasm-lipid particle	diglyceride (1-18:0, 2-18:1)[c] <=> diglyceride (1-18:0, 2-18:1)[lp]	
r_3595	diglyceride (1-18:1, 2-18:1) transport, cytoplasm-lipid particle	diglyceride (1-18:1, 2-18:1)[c] <=> diglyceride (1-18:1, 2-18:1)[lp]	
r_3596	H2O transport, cytoplasm-lipid particle	H2O[c] <=> H2O[lp]	
r_3598	docosanoyl-CoA transport, lipid particle-cytoplasm	docosanoyl-CoA[lp] <=> docosanoyl-CoA[c]	
r_3599	tetracosanoyl-CoA transport, lipid particle-cytoplasm	tetracosanoyl-CoA[lp] <=> tetracosanoyl-CoA[c]	
r_3600	hexacosanoyl-CoA transport, lipid particle-cytoplasm	hexacosanoyl-CoA[lp] <=> hexacosanoyl-CoA[c]	
r_3601	ATP transport, cytoplasm-cell envelope	ATP[c] <=> ATP[ce]	
r_3602	ADP transport, cytoplasm-cell envelope	ADP[c] <=> ADP[ce]	
r_3603	H+ transport, cytoplasm-cell envelope	H+[c] <=> H+[ce]	
r_3604	H2O transport, cytoplasm-cell envelope	H2O[c] <=> H2O[ce]	Seq_2010
r_3605	phosphate transport, cytoplasm-cell envelope	phosphate[c] <=> phosphate[ce]	Seq_2258 or Seq_4525 or Seq_4851
r_3606	sn-glycero-3-phosphocholine transport, cell envelope-cytoplasm	sn-glycero-3-phosphocholine[ce] <=> sn-glycero-3-phosphocholine[c]	Seq_3803
r_3607	1-(sn-glycero-3-phospho)-1D-myo-inositol transport, cell envelope-cytoplasm	1-(sn-glycero-3-phospho)-1D-myo-inositol[ce] <=> 1-(sn-glycero-3-phospho)-1D-myo-inositol[c]	Seq_3803
r_3608	palmitate transport, cell envelope-cytoplasm	palmitate[ce] <=> palmitate[c]	
r_3609	palmitoleate transport, cell envelope-cytoplasm	palmitoleate[ce] <=> palmitoleate[c]	
r_3610	stearate transport, cell envelope-cytoplasm	stearate[ce] <=> stearate[c]	
r_3611	oleate transport, cell envelope-cytoplasm	oleate[ce] <=> oleate[c]	
r_3612	icosanoyl-CoA transport, cell envelope-cytoplasm	icosanoyl-CoA[ce] <=> icosanoyl-CoA[c]	
r_3613	docosanoyl-CoA transport, cell envelope-cytoplasm	docosanoyl-CoA[ce] <=> docosanoyl-CoA[c]	
r_3614	tetracosanoyl-CoA transport, cell envelope-cytoplasm	tetracosanoyl-CoA[ce] <=> tetracosanoyl-CoA[c]	
r_3615	hexacosanoyl-CoA transport, cell envelope-cytoplasm	hexacosanoyl-CoA[ce] <=> hexacosanoyl-CoA[c]	
r_3616	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1) transport, cell envelope-cytoplasm	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)[c]	
r_3617	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1) transport, cell envelope-cytoplasm	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)[c]	
r_3618	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1) transport, cell envelope-cytoplasm	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)[c]	
r_3619	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1) transport, cell envelope-cytoplasm	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)[c]	
r_3620	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1) transport, cell envelope-cytoplasm	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)[c]	
r_3621	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1) transport, cell envelope-cytoplasm	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)[c]	
r_3622	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1) transport, cell envelope-cytoplasm	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)[c]	
r_3623	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1) transport, cell envelope-cytoplasm	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)[c]	
r_3624	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1) transport, cell envelope-cytoplasm	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[c]	
