Orthogroup	model_Cint	data_Cint
OG0001677	Seq_1356	SGZ49636.1
OG0001678	Seq_4961	SGZ49638.1
OG0001679	Seq_182	SGZ49640.1
OG0001680	Seq_4327	SGZ49642.1
OG0001681	Seq_1695	SGZ49644.1
OG0001682	Seq_93	SGZ49646.1
OG0001683	Seq_1948	SGZ49648.1
OG0001684	Seq_2206	SGZ49650.1
OG0001685	Seq_687	SGZ49652.1
OG0001686	Seq_2620	SGZ49655.1
OG0001687	Seq_2709	SGZ49659.1
OG0001688	Seq_325	SGZ49665.1
OG0001689	Seq_3218	SGZ49668.1
OG0001690	Seq_5339	SGZ49670.1
OG0001691	Seq_1131	SGZ49672.1
OG0001692	Seq_2922	SGZ49676.1
OG0001693	Seq_4664	SGZ49678.1
OG0001694	Seq_2653	SGZ49681.1
OG0001695	Seq_5001	SGZ49683.1
OG0001696	Seq_2465	SGZ49685.1
OG0001697	Seq_690	SGZ49687.1
OG0001698	Seq_1958	SGZ49689.1
OG0001699	Seq_937	SGZ49692.1
OG0001700	Seq_4567	SGZ49694.1
OG0001701	Seq_1868	SGZ49697.1
OG0001702	Seq_98	SGZ49699.1
OG0001703	Seq_4774	SGZ49701.1
OG0001704	Seq_5045	SGZ49704.1
OG0001705	Seq_124	SGZ49709.1
OG0001706	Seq_4544	SGZ49711.1
OG0001707	Seq_4071	SGZ49713.1
OG0001708	Seq_4657	SGZ49715.1
OG0001709	Seq_3291	SGZ49717.1
OG0001710	Seq_2550	SGZ49719.1
OG0001711	Seq_27	SGZ49721.1
OG0001712	Seq_2763	SGZ49724.1
OG0001713	Seq_2534	SGZ49726.1
OG0001714	Seq_1840	SGZ49728.1
OG0001715	Seq_1869	SGZ49730.1
OG0001716	Seq_641	SGZ49736.1
OG0001717	Seq_4408	SGZ49738.1
OG0001718	Seq_910	SGZ49741.1
OG0001719	Seq_5038	SGZ49743.1
OG0001720	Seq_3411	SGZ49745.1
OG0001721	Seq_2902	SGZ49747.1
OG0001722	Seq_1254	SGZ49749.1
OG0001723	Seq_5292	SGZ49751.1
OG0001724	Seq_3895	SGZ49753.1
OG0001725	Seq_2969	SGZ49757.1
OG0001726	Seq_1740	SGZ49759.1
OG0001727	Seq_748	SGZ49762.1
OG0001728	Seq_3528	SGZ49764.1
OG0001729	Seq_3614	SGZ49766.1
OG0001730	Seq_2474	SGZ49768.1
OG0001731	Seq_1173	SGZ49770.1
OG0001732	Seq_2404	SGZ49773.1
OG0001733	Seq_3515	SGZ49775.1
OG0001734	Seq_5202	SGZ49777.1
OG0001735	Seq_680	SGZ49779.1
OG0001736	Seq_2240	SGZ49782.1
OG0001737	Seq_4904	SGZ49784.1
OG0001738	Seq_3959	SGZ49786.1
OG0001739	Seq_4568	SGZ49788.1
OG0001740	Seq_2335	SGZ49790.1
OG0001741	Seq_2737	SGZ49809.1
OG0001742	Seq_2292	SGZ49811.1
OG0001743	Seq_3127	SGZ49813.1
OG0001744	Seq_5030	SGZ49815.1
OG0001745	Seq_184	SGZ49817.1
OG0001746	Seq_5251	SGZ49819.1
OG0001747	Seq_3287	SGZ49821.1
OG0001748	Seq_2557	SGZ49823.1
OG0001749	Seq_731	SGZ49827.1
OG0001750	Seq_4246	SGZ49830.1
OG0001751	Seq_1569	SGZ49832.1
OG0001752	Seq_3942	SGZ49834.1
OG0001753	Seq_2961	SGZ49837.1
OG0001754	Seq_3017	SGZ49841.1
OG0001755	Seq_1902	SGZ49843.1
OG0001756	Seq_4287	SGZ49847.1
OG0001757	Seq_5463	SGZ49852.1
OG0001758	Seq_2363	SGZ49854.1
OG0001759	Seq_5247	SGZ49856.1
OG0001760	Seq_3023	SGZ49858.1
OG0001761	Seq_1896	SGZ49860.1
OG0001762	Seq_4547	SGZ49865.1
OG0001763	Seq_771	SGZ49867.1
OG0001764	Seq_2829	SGZ49873.1
OG0001765	Seq_2040	SGZ49875.1
OG0001766	Seq_2405	SGZ49877.1
OG0001767	Seq_2372	SGZ49881.1
OG0001768	Seq_4183	SGZ49886.1
OG0001769	Seq_2224	SGZ49888.1
OG0001770	Seq_4807	SGZ49890.1
OG0001771	Seq_4436	SGZ49892.1
OG0001772	Seq_1389	SGZ49895.1
OG0001773	Seq_2549	SGZ49897.1
OG0001774	Seq_3192	SGZ49899.1
OG0001775	Seq_1651	SGZ49902.1
OG0001776	Seq_4429	SGZ49904.1
OG0001777	Seq_4553	SGZ49910.1
OG0001778	Seq_5338	SGZ49913.1
OG0001779	Seq_4041	SGZ49919.1
OG0001780	Seq_2233	SGZ49921.1
OG0001781	Seq_4213	SGZ49928.1
OG0001782	Seq_1502	SGZ49933.1
OG0001783	Seq_4329	SGZ49935.1
OG0001784	Seq_1838	SGZ49940.1
OG0001785	Seq_3019	SGZ49944.1
OG0001786	Seq_3196	SGZ49946.1
OG0001787	Seq_236	SGZ49948.1
OG0001788	Seq_3588	SGZ49950.1
OG0001789	Seq_3288	SGZ49952.1
OG0001790	Seq_4226	SGZ49954.1
OG0001791	Seq_5271	SGZ49961.1
OG0001792	Seq_5121	SGZ49963.1
OG0001793	Seq_1671	SGZ49965.1
OG0001794	Seq_4893	SGZ49967.1
OG0001795	Seq_3234	SGZ49969.1
OG0001796	Seq_2030	SGZ49971.1
OG0001797	Seq_2116	SGZ49973.1
OG0001798	Seq_933	SGZ49976.1
OG0001799	Seq_5013	SGZ49978.1
OG0001800	Seq_1497	SGZ49981.1
OG0001801	Seq_5206	SGZ49983.1
OG0001802	Seq_318	SGZ49991.1
OG0001803	Seq_4164	SGZ49994.1
OG0001804	Seq_1937	SGZ49996.1
OG0001805	Seq_5053	SGZ49998.1
OG0001806	Seq_1242	SGZ50000.1
OG0001807	Seq_722	SGZ50002.1
OG0001808	Seq_1794	SGZ50004.1
OG0001809	Seq_483	SGZ50006.1
OG0001810	Seq_1136	SGZ50008.1
OG0001811	Seq_3145	SGZ50010.1
OG0001812	Seq_2910	SGZ50013.1
OG0001813	Seq_4458	SGZ50017.1
OG0001814	Seq_4548	SGZ50019.1
OG0001815	Seq_661	SGZ50021.1
OG0001816	Seq_3536	SGZ50023.1
OG0001817	Seq_1566	SGZ50025.1
OG0001818	Seq_474	SGZ50027.1
OG0001819	Seq_4889	SGZ50029.1
OG0001820	Seq_3768	SGZ50032.1
OG0001821	Seq_3323	SGZ50033.1
OG0001822	Seq_585	SGZ50037.1
OG0001823	Seq_4177	SGZ50040.1
OG0001824	Seq_2067	SGZ50042.1
OG0001825	Seq_2515	SGZ50049.1
OG0001826	Seq_1576	SGZ50051.1
OG0001827	Seq_4982	SGZ50053.1
OG0001828	Seq_5032	SGZ50055.1
OG0001829	Seq_298	SGZ50057.1
OG0001830	Seq_2049	SGZ50059.1
OG0001831	Seq_3752	SGZ50063.1
OG0001832	Seq_4149	SGZ50065.1
OG0001833	Seq_4195	SGZ50067.1
OG0001834	Seq_2011	SGZ50069.1
OG0001835	Seq_1133	SGZ50071.1
OG0001836	Seq_3585	SGZ50073.1
OG0001837	Seq_1246	SGZ50075.1
OG0001838	Seq_2234	SGZ50078.1
OG0001839	Seq_13	SGZ50080.1
OG0001840	Seq_2732	SGZ50082.1
OG0001841	Seq_2034	SGZ50084.1
OG0001842	Seq_1308	SGZ50087.1
OG0001843	Seq_5295	SGZ50089.1
OG0001844	Seq_434	SGZ50091.1
OG0001845	Seq_392	SGZ50093.1
OG0001846	Seq_5033	SGZ50096.1
OG0001847	Seq_53	SGZ50098.1
OG0001848	Seq_3513	SGZ50100.1
OG0001849	Seq_4083	SGZ50102.1
OG0001850	Seq_4992	SGZ50104.1
OG0001851	Seq_283	SGZ50106.1
OG0001852	Seq_5109	SGZ50108.1
OG0001853	Seq_3474	SGZ50111.1
OG0001854	Seq_2343	SGZ50113.1
OG0001855	Seq_5423	SGZ50115.1
OG0001856	Seq_163	SGZ50117.1
OG0001857	Seq_4359	SGZ50123.1
OG0001858	Seq_5373	SGZ50125.1
OG0001859	Seq_3767	SGZ50128.1
OG0001860	Seq_527	SGZ50130.1
OG0001861	Seq_4979	SGZ50132.1
OG0001862	Seq_3503	SGZ50135.1
OG0001863	Seq_1768	SGZ50137.1
OG0001864	Seq_4169	SGZ50142.1
OG0001865	Seq_4110	SGZ50144.1
OG0001866	Seq_3416	SGZ50146.1
OG0001867	Seq_2255	SGZ50150.1
OG0001868	Seq_715	SGZ50152.1
OG0001869	Seq_3563	SGZ50155.1
OG0001870	Seq_2871	SGZ50157.1
OG0001871	Seq_59	SGZ50159.1
OG0001872	Seq_684	SGZ50161.1
OG0001873	Seq_4713	SGZ50164.1
OG0001874	Seq_2017	SGZ50166.1
OG0001875	Seq_12	SGZ50168.1
OG0001876	Seq_225	SGZ50170.1
OG0001877	Seq_3043	SGZ50175.1
OG0001878	Seq_2552	SGZ50177.1
OG0001879	Seq_4257	SGZ50181.1
OG0001880	Seq_4796	SGZ50187.1
OG0001881	Seq_3925	SGZ50189.1
OG0001882	Seq_3596	SGZ50193.1
OG0001883	Seq_4896	SGZ50195.1
OG0001884	Seq_2663	SGZ50197.1
OG0001885	Seq_2572	SGZ50205.1
OG0001886	Seq_4401	SGZ50214.1
OG0001887	Seq_2858	SGZ50222.1
OG0001888	Seq_1401	SGZ50225.1
OG0001889	Seq_3340	SGZ50231.1
OG0001890	Seq_379	SGZ50233.1
OG0001891	Seq_3202	SGZ50240.1
OG0001892	Seq_3546	SGZ50244.1
OG0001893	Seq_5480	SGZ50246.1
OG0001894	Seq_3710	SGZ50248.1
OG0001895	Seq_1795	SGZ50250.1
OG0001896	Seq_1669	SGZ50252.1
OG0001897	Seq_1836	SGZ50254.1
OG0001898	Seq_1762	SGZ50256.1
OG0001899	Seq_4924	SGZ50259.1
OG0001900	Seq_1597	SGZ50261.1
OG0001901	Seq_2406	SGZ50264.1
OG0001902	Seq_3675	SGZ50267.1
OG0001903	Seq_565	SGZ50269.1
OG0001904	Seq_3684	SGZ50271.1
OG0001905	Seq_4917	SGZ50273.1
OG0001906	Seq_3634	SGZ50275.1
OG0001907	Seq_2634	SGZ50277.1
OG0001908	Seq_1082	SGZ50280.1
OG0001909	Seq_4418	SGZ50282.1
OG0001910	Seq_2935	SGZ50284.1
OG0001911	Seq_1683	SGZ50286.1
OG0001912	Seq_1083	SGZ50288.1
OG0001913	Seq_448	SGZ50291.1
OG0001914	Seq_1634	SGZ50293.1
OG0001915	Seq_4314	SGZ50295.1
OG0001916	Seq_4615	SGZ50297.1
OG0001917	Seq_1843	SGZ50299.1
OG0001918	Seq_1398	SGZ50303.1
OG0001919	Seq_4842	SGZ50306.1
OG0001920	Seq_1611	SGZ50308.1
OG0001921	Seq_2934	SGZ50310.1
OG0001922	Seq_3109	SGZ50312.1
OG0001923	Seq_888	SGZ50314.1
OG0001924	Seq_4099	SGZ50316.1
OG0001925	Seq_4042	SGZ50318.1
OG0001926	Seq_2758	SGZ50320.1
OG0001927	Seq_3158	SGZ50323.1
OG0001928	Seq_4769	SGZ50325.1
OG0001929	Seq_46	SGZ50327.1
OG0001930	Seq_3299	SGZ50331.1
OG0001931	Seq_1766	SGZ50333.1
OG0001932	Seq_2373	SGZ50335.1
OG0001933	Seq_4627	SGZ50339.1
OG0001934	Seq_694	SGZ50341.1
OG0001935	Seq_911	SGZ50345.1
OG0001936	Seq_4081	SGZ50347.1
OG0001937	Seq_608	SGZ50354.1
OG0001938	Seq_944	SGZ50356.1
OG0001939	Seq_3891	SGZ50359.1
OG0001940	Seq_245	SGZ50361.1
OG0001941	Seq_2437	SGZ50363.1
OG0001942	Seq_629	SGZ50370.1
OG0001943	Seq_4232	SGZ50372.1
OG0001944	Seq_466	SGZ50375.1
OG0001945	Seq_1165	SGZ50377.1
OG0001946	Seq_3495	SGZ50379.1
OG0001947	Seq_1235	SGZ50381.1
OG0001948	Seq_1319	SGZ50383.1
OG0001949	Seq_25	SGZ50385.1
OG0001950	Seq_3482	SGZ50388.1
OG0001951	Seq_2191	SGZ50390.1
OG0001952	Seq_1061	SGZ50392.1
OG0001953	Seq_1302	SGZ50395.1
OG0001954	Seq_1774	SGZ50397.1
OG0001955	Seq_2646	SGZ50399.1
OG0001956	Seq_86	SGZ50402.1
OG0001957	Seq_3690	SGZ50403.1
OG0001958	Seq_234	SGZ50407.1
OG0001959	Seq_4028	SGZ50409.1
OG0001960	Seq_2762	SGZ50412.1
OG0001961	Seq_1460	SGZ50416.1
OG0001962	Seq_4864	SGZ50419.1
OG0001963	Seq_3775	SGZ50422.1
OG0001964	Seq_571	SGZ50427.1
OG0001965	Seq_1181	SGZ50433.1
OG0001966	Seq_5462	SGZ50435.1
OG0001967	Seq_1721	SGZ50437.1
OG0001968	Seq_938	SGZ50439.1
OG0001969	Seq_3651	SGZ50443.1
OG0001970	Seq_2317	SGZ50448.1
OG0001971	Seq_3033	SGZ50450.1
OG0001972	Seq_294	SGZ50454.1
OG0001973	Seq_5276	SGZ50463.1
OG0001974	Seq_667	SGZ50472.1
OG0001975	Seq_5060	SGZ50474.1
OG0001976	Seq_1490	SGZ50477.1
OG0001977	Seq_601	SGZ50478.1
OG0001978	Seq_1208	SGZ50481.1
OG0001979	Seq_3268	SGZ50485.1
OG0001980	Seq_1325	SGZ50487.1
OG0001981	Seq_3289	SGZ50489.1
OG0001982	Seq_5333	SGZ50492.1
OG0001983	Seq_4483	SGZ50494.1
OG0001984	Seq_1012	SGZ50497.1
OG0001985	Seq_3972	SGZ50499.1
OG0001986	Seq_624	SGZ50501.1
OG0001987	Seq_1724	SGZ50503.1
OG0001988	Seq_4070	SGZ50505.1
OG0001989	Seq_2705	SGZ50507.1
OG0001990	Seq_1514	SGZ50510.1
OG0001991	Seq_5460	SGZ50512.1
OG0001992	Seq_1660	SGZ50514.1
OG0001993	Seq_2259	SGZ50516.1
OG0001994	Seq_4534	SGZ50518.1
OG0001995	Seq_2883	SGZ50522.1
OG0001996	Seq_3783	SGZ50524.1
OG0001997	Seq_445	SGZ50527.1
OG0001998	Seq_3434	SGZ50530.1
OG0001999	Seq_1479	SGZ50532.1
OG0002000	Seq_5406	SGZ50534.1
OG0002001	Seq_1559	SGZ50536.1
OG0002002	Seq_5306	SGZ50539.1
OG0002003	Seq_4364	SGZ50543.1
OG0002004	Seq_1400	SGZ50545.1
OG0002005	Seq_830	SGZ50547.1
OG0002006	Seq_2845	SGZ50550.1
OG0002007	Seq_3685	SGZ50552.1
OG0002008	Seq_1331	SGZ50554.1
OG0002009	Seq_1570	SGZ50556.1
OG0002010	Seq_108	SGZ50558.1
OG0002011	Seq_4495	SGZ50561.1
OG0002012	Seq_5396	SGZ50563.1
OG0002013	Seq_2057	SGZ50565.1
OG0002014	Seq_506	SGZ50567.1
OG0002015	Seq_3678	SGZ50569.1
OG0002016	Seq_1714	SGZ50572.1
OG0002017	Seq_1619	SGZ50574.1
OG0002018	Seq_2497	SGZ50576.1
OG0002019	Seq_3716	SGZ50581.1
OG0002020	Seq_482	SGZ50583.1
OG0002021	Seq_3905	SGZ50586.1
OG0002022	Seq_4847	SGZ50588.1
OG0002023	Seq_5301	SGZ50590.1
OG0002024	Seq_4638	SGZ50593.1
OG0002025	Seq_704	SGZ50594.1
OG0002026	Seq_964	SGZ50596.1
OG0002027	Seq_243	SGZ50599.1
OG0002028	Seq_626	SGZ50603.1
OG0002029	Seq_4720	SGZ50605.1
OG0002030	Seq_4336	SGZ50608.1
OG0002031	Seq_166	SGZ50610.1
OG0002032	Seq_2555	SGZ50612.1
OG0002033	Seq_904	SGZ50614.1
OG0002034	Seq_1731	SGZ50616.1
OG0002035	Seq_1051	SGZ50620.1
OG0002036	Seq_4129	SGZ50623.1
OG0002037	Seq_2495	SGZ50627.1
OG0002038	Seq_4303	SGZ50630.1
OG0002039	Seq_481	SGZ50632.1
OG0002040	Seq_5318	SGZ50635.1
OG0002041	Seq_478	SGZ50637.1
OG0002042	Seq_409	SGZ50640.1
OG0002043	Seq_2938	SGZ50642.1
OG0002044	Seq_2930	SGZ50644.1
OG0002045	Seq_3963	SGZ50646.1
OG0002046	Seq_2714	SGZ50647.1
OG0002047	Seq_1533	SGZ50652.1
OG0002048	Seq_4456	SGZ50654.1
OG0002049	Seq_1727	SGZ50656.1
OG0002050	Seq_3818	SGZ50658.1
OG0002051	Seq_1792	SGZ50663.1
OG0002052	Seq_1141	SGZ50665.1
OG0002053	Seq_5046	SGZ50667.1
OG0002054	Seq_3009	SGZ50670.1
OG0002055	Seq_1411	SGZ50674.1
OG0002056	Seq_558	SGZ50676.1
OG0002057	Seq_632	SGZ50679.1
OG0002058	Seq_7	SGZ50681.1
OG0002059	Seq_5361	SGZ50683.1
OG0002060	Seq_4425	SGZ50685.1
OG0002061	Seq_5313	SGZ50688.1
OG0002062	Seq_643	SGZ50690.1
OG0002063	Seq_3758	SGZ50694.1
OG0002064	Seq_4116	SGZ50697.1
OG0002065	Seq_4953	SGZ50699.1
OG0002066	Seq_136	SGZ50701.1
OG0002067	Seq_4048	SGZ50703.1
OG0002068	Seq_3753	SGZ50707.1
OG0002069	Seq_1491	SGZ50709.1
OG0002070	Seq_2878	SGZ50711.1
OG0002071	Seq_4533	SGZ50713.1
OG0002072	Seq_3604	SGZ50716.1
OG0002073	Seq_3544	SGZ50718.1
OG0002074	Seq_2715	SGZ50720.1
OG0002075	Seq_3992	SGZ50722.1
OG0002076	Seq_1334	SGZ50725.1
OG0002077	Seq_4352	SGZ50727.1
OG0002078	Seq_3502	SGZ50730.1
OG0002079	Seq_4750	SGZ50732.1
OG0002080	Seq_1218	SGZ50737.1
OG0002081	Seq_3961	SGZ50742.1
OG0002082	Seq_3704	SGZ50744.1
OG0002083	Seq_833	SGZ50746.1
OG0002084	Seq_3779	SGZ50748.1
OG0002085	Seq_4348	SGZ50750.1
OG0002086	Seq_1347	SGZ50753.1
OG0002087	Seq_996	SGZ50755.1
OG0002088	Seq_4326	SGZ50757.1
OG0002089	Seq_4860	SGZ50759.1
OG0002090	Seq_2460	SGZ50761.1
OG0002091	Seq_14	SGZ50763.1
OG0002092	Seq_4171	SGZ50768.1
OG0002093	Seq_1106	SGZ50771.1
OG0002094	Seq_2923	SGZ50773.1
OG0002095	Seq_4310	SGZ50777.1
OG0002096	Seq_5464	SGZ50779.1
OG0002097	Seq_484	SGZ50781.1
OG0002098	Seq_2946	SGZ50788.1
OG0002099	Seq_4395	SGZ50791.1
OG0002100	Seq_3621	SGZ50793.1
OG0002101	Seq_190	SGZ50795.1
OG0002102	Seq_3910	SGZ50797.1
OG0002103	Seq_3834	SGZ50799.1
OG0002104	Seq_1162	SGZ50802.1
OG0002105	Seq_1509	SGZ50804.1
OG0002106	Seq_1171	SGZ50806.1
OG0002107	Seq_4052	SGZ50808.1
OG0002108	Seq_3852	SGZ50810.1
OG0002109	Seq_1220	SGZ50813.1
OG0002110	Seq_3640	SGZ50815.1
OG0002111	Seq_3917	SGZ50819.1
OG0002112	Seq_2062	SGZ50822.1
OG0002113	Seq_4538	SGZ50824.1
OG0002114	Seq_322	SGZ50826.1
OG0002115	Seq_619	SGZ50828.1
OG0002116	Seq_4354	SGZ50842.1
OG0002117	Seq_699	SGZ50844.1
OG0002118	Seq_2903	SGZ50851.1
OG0002119	Seq_2082	SGZ50854.1
OG0002120	Seq_3172	SGZ50856.1
OG0002121	Seq_3398	SGZ50858.1
OG0002122	Seq_829	SGZ50860.1
OG0002123	Seq_3285	SGZ50861.1
OG0002124	Seq_1955	SGZ50863.1
OG0002125	Seq_3953	SGZ50865.1
OG0002126	Seq_4449	SGZ50867.1
OG0002127	Seq_648	SGZ50870.1
OG0002128	Seq_2612	SGZ50872.1
OG0002129	Seq_2697	SGZ50874.1
OG0002130	Seq_1916	SGZ50876.1
OG0002131	Seq_3777	SGZ50878.1
OG0002132	Seq_215	SGZ50880.1
OG0002133	Seq_2814	SGZ50883.1
OG0002134	Seq_5166	SGZ50885.1
OG0002135	Seq_91	SGZ50887.1
OG0002136	Seq_5498	SGZ50890.1
OG0002137	Seq_256	SGZ50892.1
OG0002138	Seq_2189	SGZ50894.1
OG0002139	Seq_4981	SGZ50896.1
OG0002140	Seq_3297	SGZ50898.1
OG0002141	Seq_2911	SGZ50900.1
OG0002142	Seq_1632	SGZ50902.1
OG0002143	Seq_4057	SGZ50904.1
OG0002144	Seq_2260	SGZ50906.1
OG0002145	Seq_1328	SGZ50909.1
OG0002146	Seq_3967	SGZ50913.1
OG0002147	Seq_2146	SGZ50915.1
OG0002148	Seq_4250	SGZ50919.1
OG0002149	Seq_4219	SGZ50922.1
OG0002150	Seq_4592	SGZ50924.1
OG0002151	Seq_3195	SGZ50926.1
OG0002152	Seq_330	SGZ50928.1
OG0002153	Seq_3128	SGZ50931.1
OG0002154	Seq_4454	SGZ50933.1
OG0002155	Seq_1920	SGZ50935.1
OG0002156	Seq_1323	SGZ50937.1
OG0002157	Seq_5411	SGZ50940.1
OG0002158	Seq_316	SGZ50942.1
OG0002159	Seq_2476	SGZ50943.1
OG0002160	Seq_5043	SGZ50944.1
OG0002161	Seq_4510	SGZ50945.1
OG0002162	Seq_897	SGZ50946.1
OG0002163	Seq_1321	SGZ50947.1
OG0002164	Seq_733	SGZ50948.1
OG0002165	Seq_1167	SGZ50949.1
OG0002166	Seq_1434	SGZ50950.1
OG0002167	Seq_209	SGZ50951.1
OG0002168	Seq_4189	SGZ50952.1
OG0002169	Seq_5388	SGZ50953.1
OG0002170	Seq_1176	SGZ50954.1
OG0002171	Seq_31	SGZ50955.1
OG0002172	Seq_3746	SGZ50957.1
OG0002173	Seq_3215	SGZ50958.1
OG0002174	Seq_32	SGZ50959.1
OG0002175	Seq_720	SGZ50960.1
OG0002176	Seq_1495	SGZ50961.1
OG0002177	Seq_1353	SGZ50962.1
OG0002178	Seq_1855	SGZ50963.1
OG0002179	Seq_2401	SGZ50964.1
OG0002180	Seq_2170	SGZ50965.1
OG0002181	Seq_3627	SGZ50966.1
OG0002182	Seq_3559	SGZ50967.1
OG0002183	Seq_3674	SGZ50968.1
OG0002184	Seq_1823	SGZ50969.1
OG0002185	Seq_3551	SGZ50971.1
OG0002186	Seq_3609	SGZ50972.1
OG0002187	Seq_4565	SGZ50973.1
OG0002188	Seq_485	SGZ50974.1
OG0002189	Seq_2916	SGZ50975.1
OG0002190	Seq_4087	SGZ50976.1
OG0002191	Seq_3979	SGZ50977.1
OG0002192	Seq_890	SGZ50979.1
OG0002193	Seq_4976	SGZ50980.1
OG0002194	Seq_5216	SGZ50981.1
OG0002195	Seq_891	SGZ50982.1
OG0002196	Seq_1688	SGZ50983.1
OG0002197	Seq_1517	SGZ50984.1
OG0002198	Seq_4800	SGZ50985.1
OG0002199	Seq_5054	SGZ50986.1
OG0002200	Seq_1925	SGZ50988.1
OG0002201	Seq_892	SGZ50989.1
OG0002202	Seq_5465	SGZ50990.1
OG0002203	Seq_1883	SGZ50993.1
OG0002204	Seq_2006	SGZ51005.1
OG0002205	Seq_2141	SGZ51026.1
OG0002206	Seq_3422	SGZ51028.1
OG0002207	Seq_4245	SGZ51029.1
OG0002208	Seq_3847	SGZ51031.1
OG0002209	Seq_1780	SGZ51033.1
OG0002210	Seq_4018	SGZ51038.1
OG0002211	Seq_845	SGZ51040.1
OG0002212	Seq_3875	SGZ51042.1
OG0002213	Seq_4581	SGZ51047.1
OG0002214	Seq_3303	SGZ51048.1
OG0002215	Seq_2626	SGZ51052.1
OG0002216	Seq_4846	SGZ51054.1
OG0002217	Seq_3279	SGZ51056.1
OG0002218	Seq_2561	SGZ51059.1
OG0002219	Seq_4757	SGZ51061.1
OG0002220	Seq_3081	SGZ51063.1
OG0002221	Seq_2919	SGZ51066.1
OG0002222	Seq_1614	SGZ51068.1
OG0002223	Seq_4821	SGZ51071.1
OG0002224	Seq_1003	SGZ51075.1
OG0002225	Seq_3135	SGZ51077.1
OG0002226	Seq_5285	SGZ51079.1
OG0002227	Seq_395	SGZ51082.1
OG0002228	Seq_3692	SGZ51083.1
OG0002229	Seq_3814	SGZ51086.1
OG0002230	Seq_3461	SGZ51088.1
OG0002231	Seq_2480	SGZ51090.1
OG0002232	Seq_3174	SGZ51092.1
OG0002233	Seq_4580	SGZ51094.1
OG0002234	Seq_449	SGZ51096.1
OG0002235	Seq_1521	SGZ51098.1
OG0002236	Seq_1967	SGZ51100.1
OG0002237	Seq_2433	SGZ51102.1
OG0002238	Seq_4270	SGZ51105.1
OG0002239	Seq_4378	SGZ51107.1
OG0002240	Seq_843	SGZ51109.1
OG0002241	Seq_5481	SGZ51110.1
OG0002242	Seq_553	SGZ51113.1
OG0002243	Seq_760	SGZ51115.1
OG0002244	Seq_1341	SGZ51117.1
OG0002245	Seq_4502	SGZ51120.1
OG0002246	Seq_2451	SGZ51122.1
OG0002247	Seq_2110	SGZ51123.1
OG0002248	Seq_3222	SGZ51126.1
OG0002249	Seq_4536	SGZ51132.1
OG0002250	Seq_3180	SGZ51134.1
OG0002251	Seq_1060	SGZ51137.1
OG0002252	Seq_2999	SGZ51139.1
OG0002253	Seq_1524	SGZ51141.1
OG0002254	Seq_4142	SGZ51144.1
OG0002255	Seq_3216	SGZ51146.1
OG0002256	Seq_4405	SGZ51150.1
OG0002257	Seq_5412	SGZ51153.1
OG0002258	Seq_1647	SGZ51154.1
OG0002259	Seq_5015	SGZ51156.1
OG0002260	Seq_1986	SGZ51160.1
OG0002261	Seq_2321	SGZ51162.1
OG0002262	Seq_2024	SGZ51164.1
OG0002263	Seq_453	SGZ51166.1
OG0002264	Seq_1995	SGZ51167.1
OG0002265	Seq_1035	SGZ51170.1
OG0002266	Seq_2149	SGZ51172.1
OG0002267	Seq_988	SGZ51174.1
OG0002268	Seq_5529	SGZ51177.1
OG0002269	Seq_3839	SGZ51179.1
OG0002270	Seq_1057	SGZ51180.1
OG0002271	Seq_1664	SGZ51182.1
OG0002272	Seq_1438	SGZ51200.1
OG0002273	Seq_4513	SGZ51202.1
OG0002274	Seq_402	SGZ51204.1
OG0002275	Seq_1725	SGZ51206.1
OG0002276	Seq_1755	SGZ51208.1
OG0002277	Seq_1361	SGZ51210.1
OG0002278	Seq_5417	SGZ51212.1
OG0002279	Seq_3464	SGZ51214.1
OG0002280	Seq_2037	SGZ51217.1
OG0002281	Seq_1594	SGZ51219.1
OG0002282	Seq_4264	SGZ51221.1
OG0002283	Seq_2879	SGZ51224.1
OG0002284	Seq_821	SGZ51227.1
OG0002285	Seq_4697	SGZ51229.1
OG0002286	Seq_4705	SGZ51232.1
OG0002287	Seq_3417	SGZ51234.1
OG0002288	Seq_3055	SGZ51240.1
OG0002289	Seq_265	SGZ51242.1
OG0002290	Seq_242	SGZ51244.1
OG0002291	Seq_3564	SGZ51246.1
OG0002292	Seq_2657	SGZ51249.1
OG0002293	Seq_5122	SGZ51251.1
OG0002294	Seq_3252	SGZ51253.1
OG0002295	Seq_3177	SGZ51255.1
OG0002296	Seq_1739	SGZ51257.1
OG0002297	Seq_1013	SGZ51260.1
OG0002298	Seq_3960	SGZ51262.1
OG0002299	Seq_2731	SGZ51264.1
OG0002300	Seq_4897	SGZ51266.1
OG0002301	Seq_18	SGZ51269.1
OG0002302	Seq_4127	SGZ51271.1
OG0002303	Seq_3507	SGZ51274.1
OG0002304	Seq_1499	SGZ51276.1
OG0002305	Seq_5477	SGZ51280.1
OG0002306	Seq_3013	SGZ51282.1
OG0002307	Seq_2284	SGZ51285.1
OG0002308	Seq_1161	SGZ51287.1
OG0002309	Seq_902	SGZ51289.1
OG0002310	Seq_5242	SGZ51291.1
OG0002311	Seq_3931	SGZ51293.1
OG0002312	Seq_133	SGZ51298.1
OG0002313	Seq_1187	SGZ51300.1
OG0002314	Seq_4134	SGZ51303.1
OG0002315	Seq_3661	SGZ51305.1
OG0002316	Seq_151	SGZ51307.1
