OG0000000: SGZ51129.1 SGZ51186.1 SGZ53862.1 SGZ54208.1 SGZ54258.1 SGZ55373.1 SGZ56130.1 Seq_1236 Seq_3372 Seq_5017 Seq_5227 Seq_580 Seq_620 Seq_870
OG0000001: SGZ46812.1 SGZ46814.1 SGZ49231.1 SGZ53382.1 SGZ55671.1 SGZ56654.1 Seq_2601 Seq_3361 Seq_3472 Seq_3737 Seq_4080 Seq_5185 Seq_62
OG0000002: SGZ46206.1 SGZ48122.1 SGZ50994.1 SGZ51027.1 SGZ54714.1 SGZ56656.1 Seq_2659 Seq_3594 Seq_3742 Seq_4166 Seq_5494 Seq_665
OG0000003: SGZ47126.1 SGZ50995.1 SGZ52892.1 SGZ54677.1 SGZ54679.1 SGZ57787.1 Seq_3006 Seq_3384 Seq_4153 Seq_5160 Seq_5172
OG0000004: SGZ48124.1 SGZ48781.1 SGZ52899.1 SGZ52900.1 SGZ52902.1 SGZ54826.1 Seq_3427 Seq_3698 Seq_4674 Seq_605 Seq_884
OG0000005: SGZ46210.1 SGZ46718.1 SGZ49663.1 SGZ55088.1 Seq_1204 Seq_1370 Seq_2990 Seq_3884 Seq_4552 Seq_623
OG0000006: SGZ47317.1 SGZ47318.1 SGZ49661.1 SGZ51011.1 SGZ51023.1 SGZ54727.1 SGZ54820.1 SGZ55027.1 SGZ55091.1 SGZ57769.1
OG0000007: SGZ47430.1 SGZ49609.1 SGZ51007.1 SGZ52907.1 SGZ58005.1 Seq_327 Seq_3850 Seq_3881 Seq_3922 Seq_729
OG0000008: SGZ50830.1 SGZ50832.1 SGZ50834.1 SGZ50836.1 SGZ50838.1 SGZ50840.1 SGZ57340.1 Seq_3729 Seq_432 Seq_959
OG0000009: SGZ47032.1 SGZ51017.1 SGZ51025.1 SGZ56633.1 Seq_2366 Seq_2570 Seq_345 Seq_3522 Seq_628
OG0000010: Seq_3238 Seq_3443 Seq_3924 Seq_4088 Seq_4182 Seq_4480 Seq_5211 Seq_5297 Seq_5379
OG0000011: SGZ46237.1 SGZ46503.1 SGZ52304.1 SGZ55250.1 Seq_1939 Seq_2121 Seq_2362 Seq_2987
OG0000012: SGZ46884.1 SGZ47045.1 SGZ52897.1 SGZ57767.1 Seq_2303 Seq_3091 Seq_4275 Seq_566
OG0000013: SGZ47193.1 SGZ47533.1 SGZ50456.1 SGZ54485.1 Seq_1186 Seq_3182 Seq_4404 Seq_997
OG0000014: SGZ54717.1 SGZ54718.1 SGZ54719.1 SGZ54847.1 SGZ58060.1 Seq_1892 Seq_3658 Seq_5020
OG0000015: SGZ46222.1 SGZ46223.1 SGZ46225.1 SGZ47105.1 SGZ51018.1 Seq_4187 Seq_4771
OG0000016: SGZ46997.1 SGZ47033.1 SGZ54835.1 Seq_2028 Seq_3111 Seq_3185 Seq_324
OG0000017: SGZ49796.1 SGZ49807.1 SGZ51830.1 SGZ55205.1 SGZ57804.1 Seq_4587 Seq_4984
OG0000018: SGZ49923.1 SGZ51002.1 SGZ51003.1 SGZ54299.1 Seq_2471 Seq_2870 Seq_3817
OG0000019: SGZ51013.1 SGZ51014.1 SGZ57877.1 SGZ57878.1 Seq_1298 Seq_1881 Seq_5458
OG0000020: SGZ51015.1 SGZ51190.1 SGZ53002.1 SGZ56629.1 Seq_2342 Seq_3290 Seq_3830
OG0000021: SGZ52704.1 SGZ52706.1 SGZ52883.1 SGZ54068.1 Seq_1249 Seq_1764 Seq_4278
OG0000022: SGZ56399.1 SGZ57954.1 SGZ57956.1 SGZ57958.1 Seq_2876 Seq_4194 Seq_4675
OG0000023: SGZ46242.1 SGZ51579.1 SGZ57757.1 Seq_2484 Seq_5425 Seq_786
OG0000024: SGZ46321.1 SGZ47714.1 SGZ52449.1 Seq_3713 Seq_3940 Seq_5235
OG0000025: SGZ46829.1 SGZ53370.1 SGZ53714.1 Seq_2231 Seq_3160 Seq_398
OG0000026: SGZ47212.1 SGZ51008.1 SGZ57990.1 Seq_3014 Seq_4781 Seq_5327
OG0000027: SGZ47413.1 SGZ50618.1 SGZ51197.1 Seq_232 Seq_2953 Seq_5367
OG0000028: SGZ48121.1 SGZ48783.1 SGZ54138.1 Seq_1851 Seq_3792 Seq_4634
OG0000029: SGZ49132.1 SGZ49256.1 SGZ52407.1 Seq_1427 Seq_4855 Seq_5413
OG0000030: SGZ49657.1 SGZ49987.1 SGZ50035.1 Seq_3418 Seq_5531 Seq_818
OG0000031: SGZ49794.1 SGZ49805.1 SGZ51828.1 SGZ55197.1 SGZ55199.1 SGZ55203.1
OG0000032: SGZ49937.1 SGZ49942.1 SGZ57363.1 Seq_4280 Seq_4489 Seq_679
OG0000033: SGZ50191.1 SGZ54938.1 SGZ56686.1 Seq_110 Seq_2193 Seq_4254
OG0000034: SGZ50465.1 SGZ52577.1 SGZ56412.1 Seq_1052 Seq_107 Seq_4687
OG0000035: SGZ51009.1 SGZ52906.1 SGZ54723.1 Seq_4914 Seq_5117 Seq_5366
OG0000036: SGZ51019.1 SGZ54429.1 SGZ56525.1 SGZ56658.1 Seq_4321 Seq_4330
OG0000037: SGZ52890.1 SGZ57316.1 Seq_1315 Seq_2291 Seq_2745 Seq_3097
OG0000038: SGZ53697.1 SGZ54137.1 SGZ56050.1 Seq_1828 Seq_1992 Seq_2590
OG0000039: SGZ54729.1 SGZ56294.1 SGZ58078.1 Seq_1330 Seq_3945 Seq_5485
OG0000040: SGZ54830.1 SGZ56403.1 SGZ56663.1 Seq_127 Seq_1475 Seq_517
OG0000041: SGZ57195.1 SGZ57197.1 SGZ57198.1 Seq_1342 Seq_4717 Seq_981
OG0000042: SGZ46846.1 SGZ57432.1 SGZ57591.1 SGZ57856.1 Seq_355
OG0000043: SGZ47595.1 SGZ50241.1 Seq_2357 Seq_2457 Seq_4649
OG0000044: SGZ47657.1 SGZ47658.1 SGZ52792.1 Seq_1458 Seq_5205
OG0000045: SGZ48071.1 SGZ50998.1 SGZ50999.1 Seq_3028 Seq_755
OG0000046: SGZ48792.1 SGZ57779.1 SGZ57780.1 Seq_1260 Seq_3058
OG0000047: SGZ48812.1 SGZ48814.1 SGZ53927.1 Seq_3521 Seq_713
OG0000048: SGZ49115.1 SGZ49118.1 SGZ52177.1 Seq_2308 Seq_3790
OG0000049: SGZ49211.1 SGZ49213.1 SGZ52735.1 Seq_3 Seq_5134
OG0000050: SGZ49792.1 SGZ49798.1 SGZ49800.1 SGZ51832.1 SGZ55201.1
OG0000051: SGZ50119.1 SGZ51824.1 SGZ51826.1 Seq_2994 Seq_3637
OG0000052: SGZ51940.1 SGZ54843.1 Seq_1897 Seq_2089 Seq_396
OG0000053: SGZ52290.1 SGZ52294.1 SGZ52296.1 SGZ52298.1 Seq_3276
OG0000054: SGZ53423.1 SGZ53425.1 SGZ55227.1 Seq_3205 Seq_4191
OG0000055: SGZ53751.1 SGZ53753.1 SGZ56001.1 Seq_1102 Seq_275
OG0000056: SGZ55716.1 SGZ55718.1 SGZ55720.1 Seq_174 Seq_2402
OG0000057: SGZ56830.1 SGZ56832.1 SGZ56834.1 Seq_2105 Seq_408
OG0000058: SGZ57790.1 SGZ57868.1 SGZ57909.1 Seq_4753 Seq_515
OG0000059: SGZ46214.1 SGZ57784.1 Seq_2102 Seq_3412
OG0001547: SGZ49279.1 Seq_4527
OG0001548: SGZ49281.1 Seq_926
OG0001549: SGZ49287.1 Seq_3159
OG0001550: SGZ49291.1 Seq_4990
OG0001551: SGZ49294.1 Seq_2886
OG0001552: SGZ49296.1 Seq_3508
OG0001553: SGZ49303.1 Seq_5365
OG0001554: SGZ49305.1 Seq_36
OG0001555: SGZ49307.1 Seq_4545
OG0001556: SGZ49308.1 Seq_5351
OG0001557: SGZ49311.1 Seq_2782
OG0001558: SGZ49313.1 Seq_1285
OG0001559: SGZ49315.1 Seq_2318
OG0001560: SGZ49317.1 Seq_4175
OG0001561: SGZ49319.1 Seq_5034
OG0001562: SGZ49322.1 Seq_1608
OG0001563: SGZ49324.1 Seq_535
OG0001564: SGZ49328.1 Seq_171
OG0001565: SGZ49330.1 Seq_2467
OG0001566: SGZ49338.1 Seq_2777
OG0001567: SGZ49341.1 Seq_1213
OG0001568: SGZ49343.1 Seq_817
OG0001569: SGZ49346.1 Seq_4094
OG0001570: SGZ49348.1 Seq_4136
OG0001571: SGZ49350.1 Seq_5072
OG0001572: SGZ49353.1 Seq_2494
OG0001573: SGZ49355.1 Seq_323
OG0001574: SGZ49357.1 Seq_3462
OG0001575: SGZ49359.1 Seq_3510
OG0001576: SGZ49361.1 Seq_3670
OG0001577: SGZ49363.1 Seq_703
OG0001578: SGZ49365.1 Seq_502
OG0001579: SGZ49367.1 Seq_1842
OG0001580: SGZ49369.1 Seq_4815
OG0001581: SGZ49371.1 Seq_4539
OG0001582: SGZ49378.1 Seq_4663
OG0001583: SGZ49380.1 Seq_2823
OG0001584: SGZ49383.1 Seq_562
OG0001585: SGZ49385.1 Seq_751
OG0001586: SGZ49388.1 Seq_991
OG0001587: SGZ49390.1 Seq_671
OG0001588: SGZ49392.1 Seq_2645
OG0001589: SGZ49397.1 Seq_2230
OG0001590: SGZ49399.1 Seq_2973
OG0001591: SGZ49401.1 Seq_2279
OG0001592: SGZ49403.1 Seq_3413
OG0001593: SGZ49406.1 Seq_5230
OG0001594: SGZ49408.1 Seq_3552
OG0001595: SGZ49412.1 Seq_4891
OG0001596: SGZ49414.1 Seq_2423
OG0001597: SGZ49416.1 Seq_1657
OG0001598: SGZ49417.1 Seq_406
OG0001599: SGZ49419.1 Seq_2422
OG0001600: SGZ49422.1 Seq_4366
OG0001601: SGZ49424.1 Seq_276
OG0001602: SGZ49427.1 Seq_3845
OG0001603: SGZ49429.1 Seq_162
OG0001604: SGZ49431.1 Seq_907
OG0001605: SGZ49434.1 Seq_4735
OG0001606: SGZ49437.1 Seq_4945
OG0001607: SGZ49439.1 Seq_3139
OG0001608: SGZ49442.1 Seq_1914
OG0001609: SGZ49444.1 Seq_3076
OG0001610: SGZ49446.1 Seq_1662
OG0001611: SGZ49450.1 Seq_1835
OG0001612: SGZ49452.1 Seq_2180
OG0001613: SGZ49454.1 Seq_1466
OG0001614: SGZ49456.1 Seq_2747
OG0001615: SGZ49459.1 Seq_4633
OG0001616: SGZ49461.1 Seq_3872
OG0001617: SGZ49463.1 Seq_5442
OG0001618: SGZ49467.1 Seq_834
OG0001619: SGZ49469.1 Seq_1017
OG0001620: SGZ49471.1 Seq_2687
OG0001621: SGZ49473.1 Seq_5124
OG0001622: SGZ49475.1 Seq_153
OG0001623: SGZ49482.1 Seq_5282
OG0001624: SGZ49486.1 Seq_614
OG0001625: SGZ49488.1 Seq_2643
OG0001626: SGZ49492.1 Seq_658
OG0001627: SGZ49495.1 Seq_4279
OG0001628: SGZ49497.1 Seq_3370
OG0001629: SGZ49499.1 Seq_2003
OG0001630: SGZ49501.1 Seq_4999
OG0001631: SGZ49503.1 Seq_2491
OG0001632: SGZ49505.1 Seq_2134
OG0001633: SGZ49508.1 Seq_1163
OG0001634: SGZ49510.1 Seq_3060
OG0001635: SGZ49513.1 Seq_1028
OG0001636: SGZ49515.1 Seq_4964
OG0001637: SGZ49517.1 Seq_3831
OG0001638: SGZ49521.1 Seq_1127
OG0001639: SGZ49523.1 Seq_499
OG0001640: SGZ49526.1 Seq_1320
OG0001641: SGZ49529.1 Seq_2710
OG0001642: SGZ49531.1 Seq_4743
OG0001643: SGZ49533.1 Seq_1769
OG0001644: SGZ49535.1 Seq_3554
OG0001645: SGZ49538.1 Seq_4020
OG0001646: SGZ49540.1 Seq_4338
OG0001647: SGZ49542.1 Seq_2396
OG0001648: SGZ49544.1 Seq_3062
OG0001649: SGZ49546.1 Seq_2943
OG0001650: SGZ49548.1 Seq_2650
OG0001651: SGZ49550.1 Seq_5399
OG0001652: SGZ49553.1 Seq_4026
OG0001653: SGZ49555.1 Seq_1415
OG0001654: SGZ49557.1 Seq_5048
OG0001655: SGZ49559.1 Seq_3799
OG0001656: SGZ49561.1 Seq_447
OG0001657: SGZ49563.1 Seq_3846
OG0001658: SGZ49565.1 Seq_1115
OG0001659: SGZ49569.1 Seq_971
OG0001660: SGZ49572.1 Seq_2361
OG0001661: SGZ49574.1 Seq_128
OG0001662: SGZ49579.1 Seq_3587
OG0001663: SGZ49582.1 Seq_3897
OG0001664: SGZ49584.1 Seq_280
OG0001665: SGZ49586.1 Seq_5229
OG0001666: SGZ49589.1 Seq_2693
OG0001667: SGZ49591.1 Seq_2066
OG0001668: SGZ49602.1 Seq_4440
OG0001669: SGZ49604.1 Seq_3460
OG0001670: SGZ49611.1 Seq_1007
OG0001671: SGZ49616.1 Seq_5181
OG0001672: SGZ49618.1 Seq_3200
OG0001673: SGZ49624.1 Seq_2828
OG0001674: SGZ49626.1 Seq_4261
OG0001675: SGZ49629.1 Seq_5215
OG0001676: SGZ49633.1 Seq_4818
OG0001677: SGZ49636.1 Seq_1356
OG0001678: SGZ49638.1 Seq_4961
OG0001679: SGZ49640.1 Seq_182
OG0001680: SGZ49642.1 Seq_4327
OG0001681: SGZ49644.1 Seq_1695
OG0001682: SGZ49646.1 Seq_93
OG0001683: SGZ49648.1 Seq_1948
OG0001684: SGZ49650.1 Seq_2206
OG0001685: SGZ49652.1 Seq_687
OG0001686: SGZ49655.1 Seq_2620
OG0001687: SGZ49659.1 Seq_2709
OG0001688: SGZ49665.1 Seq_325
OG0001689: SGZ49668.1 Seq_3218
OG0001690: SGZ49670.1 Seq_5339
OG0001691: SGZ49672.1 Seq_1131
OG0001692: SGZ49676.1 Seq_2922
OG0001693: SGZ49678.1 Seq_4664
OG0001694: SGZ49681.1 Seq_2653
OG0001695: SGZ49683.1 Seq_5001
OG0001696: SGZ49685.1 Seq_2465
OG0001697: SGZ49687.1 Seq_690
OG0001698: SGZ49689.1 Seq_1958
OG0001699: SGZ49692.1 Seq_937
OG0001700: SGZ49694.1 Seq_4567
OG0001701: SGZ49697.1 Seq_1868
OG0001702: SGZ49699.1 Seq_98
OG0001703: SGZ49701.1 Seq_4774
OG0001704: SGZ49704.1 Seq_5045
OG0001705: SGZ49709.1 Seq_124
OG0001706: SGZ49711.1 Seq_4544
OG0001707: SGZ49713.1 Seq_4071
OG0001708: SGZ49715.1 Seq_4657
OG0001709: SGZ49717.1 Seq_3291
OG0001710: SGZ49719.1 Seq_2550
OG0001711: SGZ49721.1 Seq_27
OG0001712: SGZ49724.1 Seq_2763
OG0001713: SGZ49726.1 Seq_2534
OG0001714: SGZ49728.1 Seq_1840
OG0001715: SGZ49730.1 Seq_1869
OG0001716: SGZ49736.1 Seq_641
OG0001717: SGZ49738.1 Seq_4408
OG0001718: SGZ49741.1 Seq_910
OG0001719: SGZ49743.1 Seq_5038
OG0001720: SGZ49745.1 Seq_3411
OG0001721: SGZ49747.1 Seq_2902
OG0001722: SGZ49749.1 Seq_1254
OG0001723: SGZ49751.1 Seq_5292
OG0001724: SGZ49753.1 Seq_3895
OG0001725: SGZ49757.1 Seq_2969
OG0001726: SGZ49759.1 Seq_1740
OG0001727: SGZ49762.1 Seq_748
OG0001728: SGZ49764.1 Seq_3528
OG0001729: SGZ49766.1 Seq_3614
OG0001730: SGZ49768.1 Seq_2474
OG0001731: SGZ49770.1 Seq_1173
OG0001732: SGZ49773.1 Seq_2404
OG0001733: SGZ49775.1 Seq_3515
OG0001734: SGZ49777.1 Seq_5202
OG0001735: SGZ49779.1 Seq_680
OG0001736: SGZ49782.1 Seq_2240
OG0001737: SGZ49784.1 Seq_4904
OG0001738: SGZ49786.1 Seq_3959
OG0001739: SGZ49788.1 Seq_4568
OG0001740: SGZ49790.1 Seq_2335
OG0001741: SGZ49809.1 Seq_2737
OG0001742: SGZ49811.1 Seq_2292
OG0001743: SGZ49813.1 Seq_3127
OG0001744: SGZ49815.1 Seq_5030
OG0001745: SGZ49817.1 Seq_184
OG0001746: SGZ49819.1 Seq_5251
OG0001747: SGZ49821.1 Seq_3287
OG0001748: SGZ49823.1 Seq_2557
OG0001749: SGZ49827.1 Seq_731
OG0001750: SGZ49830.1 Seq_4246
OG0001751: SGZ49832.1 Seq_1569
OG0001752: SGZ49834.1 Seq_3942
OG0001753: SGZ49837.1 Seq_2961
OG0001754: SGZ49841.1 Seq_3017
OG0001755: SGZ49843.1 Seq_1902
OG0001756: SGZ49847.1 Seq_4287
OG0001757: SGZ49852.1 Seq_5463
OG0001758: SGZ49854.1 Seq_2363
OG0001759: SGZ49856.1 Seq_5247
OG0001760: SGZ49858.1 Seq_3023
OG0001761: SGZ49860.1 Seq_1896
OG0001762: SGZ49865.1 Seq_4547
OG0001763: SGZ49867.1 Seq_771
OG0001764: SGZ49873.1 Seq_2829
OG0001765: SGZ49875.1 Seq_2040
OG0001766: SGZ49877.1 Seq_2405
OG0001767: SGZ49881.1 Seq_2372
OG0001768: SGZ49886.1 Seq_4183
OG0001769: SGZ49888.1 Seq_2224
OG0001770: SGZ49890.1 Seq_4807
OG0001771: SGZ49892.1 Seq_4436
OG0001772: SGZ49895.1 Seq_1389
OG0001773: SGZ49897.1 Seq_2549
OG0001774: SGZ49899.1 Seq_3192
OG0001775: SGZ49902.1 Seq_1651
OG0001776: SGZ49904.1 Seq_4429
OG0001777: SGZ49910.1 Seq_4553
OG0001778: SGZ49913.1 Seq_5338
OG0001779: SGZ49919.1 Seq_4041
OG0001780: SGZ49921.1 Seq_2233
OG0001781: SGZ49928.1 Seq_4213
OG0001782: SGZ49933.1 Seq_1502
OG0001783: SGZ49935.1 Seq_4329
OG0001784: SGZ49940.1 Seq_1838
OG0001785: SGZ49944.1 Seq_3019
OG0001786: SGZ49946.1 Seq_3196
OG0001787: SGZ49948.1 Seq_236
OG0001788: SGZ49950.1 Seq_3588
OG0001789: SGZ49952.1 Seq_3288
OG0001790: SGZ49954.1 Seq_4226
OG0001791: SGZ49961.1 Seq_5271
OG0001792: SGZ49963.1 Seq_5121
OG0001793: SGZ49965.1 Seq_1671
OG0001794: SGZ49967.1 Seq_4893
OG0001795: SGZ49969.1 Seq_3234
OG0001796: SGZ49971.1 Seq_2030
OG0001797: SGZ49973.1 Seq_2116
OG0001798: SGZ49976.1 Seq_933
OG0001799: SGZ49978.1 Seq_5013
OG0001800: SGZ49981.1 Seq_1497
OG0001801: SGZ49983.1 Seq_5206
OG0001802: SGZ49991.1 Seq_318
OG0001803: SGZ49994.1 Seq_4164
OG0001804: SGZ49996.1 Seq_1937
OG0001805: SGZ49998.1 Seq_5053
OG0001806: SGZ50000.1 Seq_1242
OG0001807: SGZ50002.1 Seq_722
OG0001808: SGZ50004.1 Seq_1794
OG0001809: SGZ50006.1 Seq_483
OG0001810: SGZ50008.1 Seq_1136
OG0001811: SGZ50010.1 Seq_3145
OG0001812: SGZ50013.1 Seq_2910
OG0001813: SGZ50017.1 Seq_4458
OG0001814: SGZ50019.1 Seq_4548
OG0001815: SGZ50021.1 Seq_661
OG0001816: SGZ50023.1 Seq_3536
OG0001817: SGZ50025.1 Seq_1566
OG0001818: SGZ50027.1 Seq_474
OG0001819: SGZ50029.1 Seq_4889
OG0001820: SGZ50032.1 Seq_3768
OG0001821: SGZ50033.1 Seq_3323
OG0001822: SGZ50037.1 Seq_585
OG0001823: SGZ50040.1 Seq_4177
OG0001824: SGZ50042.1 Seq_2067
OG0001825: SGZ50049.1 Seq_2515
OG0001826: SGZ50051.1 Seq_1576
OG0001827: SGZ50053.1 Seq_4982
OG0001828: SGZ50055.1 Seq_5032
OG0001829: SGZ50057.1 Seq_298
OG0001830: SGZ50059.1 Seq_2049
OG0001831: SGZ50063.1 Seq_3752
OG0001832: SGZ50065.1 Seq_4149
OG0001833: SGZ50067.1 Seq_4195
OG0001834: SGZ50069.1 Seq_2011
OG0001835: SGZ50071.1 Seq_1133
OG0001836: SGZ50073.1 Seq_3585
OG0001837: SGZ50075.1 Seq_1246
OG0001838: SGZ50078.1 Seq_2234
OG0001839: SGZ50080.1 Seq_13
OG0001840: SGZ50082.1 Seq_2732
OG0001841: SGZ50084.1 Seq_2034
OG0001842: SGZ50087.1 Seq_1308
OG0001843: SGZ50089.1 Seq_5295
OG0001844: SGZ50091.1 Seq_434
OG0001845: SGZ50093.1 Seq_392
OG0001846: SGZ50096.1 Seq_5033
OG0001847: SGZ50098.1 Seq_53
OG0001848: SGZ50100.1 Seq_3513
OG0001849: SGZ50102.1 Seq_4083
OG0001850: SGZ50104.1 Seq_4992
OG0001851: SGZ50106.1 Seq_283
OG0001852: SGZ50108.1 Seq_5109
OG0001853: SGZ50111.1 Seq_3474
OG0001854: SGZ50113.1 Seq_2343
OG0001855: SGZ50115.1 Seq_5423
OG0001856: SGZ50117.1 Seq_163
OG0001857: SGZ50123.1 Seq_4359
OG0001858: SGZ50125.1 Seq_5373
OG0001859: SGZ50128.1 Seq_3767
OG0001860: SGZ50130.1 Seq_527
OG0001861: SGZ50132.1 Seq_4979
OG0001862: SGZ50135.1 Seq_3503
OG0001863: SGZ50137.1 Seq_1768
OG0001864: SGZ50142.1 Seq_4169
OG0001865: SGZ50144.1 Seq_4110
OG0001866: SGZ50146.1 Seq_3416
OG0001867: SGZ50150.1 Seq_2255
OG0001868: SGZ50152.1 Seq_715
OG0001869: SGZ50155.1 Seq_3563
OG0001870: SGZ50157.1 Seq_2871
OG0001871: SGZ50159.1 Seq_59
OG0001872: SGZ50161.1 Seq_684
OG0001873: SGZ50164.1 Seq_4713
OG0001874: SGZ50166.1 Seq_2017
OG0001875: SGZ50168.1 Seq_12
OG0001876: SGZ50170.1 Seq_225
OG0001877: SGZ50175.1 Seq_3043
OG0001878: SGZ50177.1 Seq_2552
OG0001879: SGZ50181.1 Seq_4257
OG0001880: SGZ50187.1 Seq_4796
OG0001881: SGZ50189.1 Seq_3925
OG0001882: SGZ50193.1 Seq_3596
OG0001883: SGZ50195.1 Seq_4896
OG0001884: SGZ50197.1 Seq_2663
OG0001885: SGZ50205.1 Seq_2572
OG0001886: SGZ50214.1 Seq_4401
OG0001887: SGZ50222.1 Seq_2858
OG0001888: SGZ50225.1 Seq_1401
OG0001889: SGZ50231.1 Seq_3340
OG0001890: SGZ50233.1 Seq_379
OG0001891: SGZ50240.1 Seq_3202
OG0001892: SGZ50244.1 Seq_3546
OG0001893: SGZ50246.1 Seq_5480
OG0001894: SGZ50248.1 Seq_3710
OG0001895: SGZ50250.1 Seq_1795
OG0001896: SGZ50252.1 Seq_1669
OG0001897: SGZ50254.1 Seq_1836
OG0001898: SGZ50256.1 Seq_1762
OG0001899: SGZ50259.1 Seq_4924
OG0001900: SGZ50261.1 Seq_1597
OG0001901: SGZ50264.1 Seq_2406
OG0001902: SGZ50267.1 Seq_3675
OG0001903: SGZ50269.1 Seq_565
OG0001904: SGZ50271.1 Seq_3684
OG0001905: SGZ50273.1 Seq_4917
OG0001906: SGZ50275.1 Seq_3634
OG0001907: SGZ50277.1 Seq_2634
OG0001908: SGZ50280.1 Seq_1082
OG0001909: SGZ50282.1 Seq_4418
OG0001910: SGZ50284.1 Seq_2935
OG0001911: SGZ50286.1 Seq_1683
OG0001912: SGZ50288.1 Seq_1083
OG0001913: SGZ50291.1 Seq_448
OG0001914: SGZ50293.1 Seq_1634
OG0001915: SGZ50295.1 Seq_4314
OG0001916: SGZ50297.1 Seq_4615
OG0001917: SGZ50299.1 Seq_1843
OG0001918: SGZ50303.1 Seq_1398
OG0001919: SGZ50306.1 Seq_4842
OG0001920: SGZ50308.1 Seq_1611
OG0001921: SGZ50310.1 Seq_2934
OG0001922: SGZ50312.1 Seq_3109
OG0001923: SGZ50314.1 Seq_888
OG0001924: SGZ50316.1 Seq_4099
OG0001925: SGZ50318.1 Seq_4042
OG0001926: SGZ50320.1 Seq_2758
OG0001927: SGZ50323.1 Seq_3158
OG0001928: SGZ50325.1 Seq_4769
OG0001929: SGZ50327.1 Seq_46
OG0001930: SGZ50331.1 Seq_3299
OG0001931: SGZ50333.1 Seq_1766
OG0001932: SGZ50335.1 Seq_2373
OG0001933: SGZ50339.1 Seq_4627
OG0001934: SGZ50341.1 Seq_694
OG0001935: SGZ50345.1 Seq_911
OG0001936: SGZ50347.1 Seq_4081
OG0001937: SGZ50354.1 Seq_608
OG0001938: SGZ50356.1 Seq_944
OG0001939: SGZ50359.1 Seq_3891
OG0001940: SGZ50361.1 Seq_245
OG0001941: SGZ50363.1 Seq_2437
OG0001942: SGZ50370.1 Seq_629
OG0001943: SGZ50372.1 Seq_4232
OG0001944: SGZ50375.1 Seq_466
OG0001945: SGZ50377.1 Seq_1165
OG0001946: SGZ50379.1 Seq_3495
OG0001947: SGZ50381.1 Seq_1235
OG0001948: SGZ50383.1 Seq_1319
OG0001949: SGZ50385.1 Seq_25
OG0001950: SGZ50388.1 Seq_3482
OG0001951: SGZ50390.1 Seq_2191
OG0001952: SGZ50392.1 Seq_1061
OG0001953: SGZ50395.1 Seq_1302
OG0001954: SGZ50397.1 Seq_1774
OG0001955: SGZ50399.1 Seq_2646
OG0001956: SGZ50402.1 Seq_86
OG0001957: SGZ50403.1 Seq_3690
OG0001958: SGZ50407.1 Seq_234
OG0001959: SGZ50409.1 Seq_4028
OG0001960: SGZ50412.1 Seq_2762
OG0001961: SGZ50416.1 Seq_1460
OG0001962: SGZ50419.1 Seq_4864
OG0001963: SGZ50422.1 Seq_3775
OG0001964: SGZ50427.1 Seq_571
OG0001965: SGZ50433.1 Seq_1181
OG0001966: SGZ50435.1 Seq_5462
OG0001967: SGZ50437.1 Seq_1721
OG0001968: SGZ50439.1 Seq_938
OG0001969: SGZ50443.1 Seq_3651
OG0001970: SGZ50448.1 Seq_2317
OG0001971: SGZ50450.1 Seq_3033
OG0001972: SGZ50454.1 Seq_294
OG0001973: SGZ50463.1 Seq_5276
OG0001974: SGZ50472.1 Seq_667
OG0001975: SGZ50474.1 Seq_5060
OG0001976: SGZ50477.1 Seq_1490
OG0001977: SGZ50478.1 Seq_601
OG0001978: SGZ50481.1 Seq_1208
OG0001979: SGZ50485.1 Seq_3268
OG0001980: SGZ50487.1 Seq_1325
OG0001981: SGZ50489.1 Seq_3289
OG0001982: SGZ50492.1 Seq_5333
OG0001983: SGZ50494.1 Seq_4483
OG0001984: SGZ50497.1 Seq_1012
OG0001985: SGZ50499.1 Seq_3972
OG0001986: SGZ50501.1 Seq_624
OG0001987: SGZ50503.1 Seq_1724
OG0001988: SGZ50505.1 Seq_4070
OG0001989: SGZ50507.1 Seq_2705
OG0001990: SGZ50510.1 Seq_1514
OG0001991: SGZ50512.1 Seq_5460
OG0001992: SGZ50514.1 Seq_1660
OG0001993: SGZ50516.1 Seq_2259
OG0001994: SGZ50518.1 Seq_4534
OG0001995: SGZ50522.1 Seq_2883
OG0001996: SGZ50524.1 Seq_3783
OG0001997: SGZ50527.1 Seq_445
OG0001998: SGZ50530.1 Seq_3434
OG0001999: SGZ50532.1 Seq_1479
OG0002000: SGZ50534.1 Seq_5406
OG0002001: SGZ50536.1 Seq_1559
OG0002002: SGZ50539.1 Seq_5306
OG0002003: SGZ50543.1 Seq_4364
OG0002004: SGZ50545.1 Seq_1400
OG0002005: SGZ50547.1 Seq_830
OG0002006: SGZ50550.1 Seq_2845
OG0002007: SGZ50552.1 Seq_3685
OG0002008: SGZ50554.1 Seq_1331
OG0002009: SGZ50556.1 Seq_1570
OG0002010: SGZ50558.1 Seq_108
OG0002011: SGZ50561.1 Seq_4495
OG0002012: SGZ50563.1 Seq_5396
OG0002013: SGZ50565.1 Seq_2057
OG0002014: SGZ50567.1 Seq_506
OG0002015: SGZ50569.1 Seq_3678
OG0002016: SGZ50572.1 Seq_1714
OG0002017: SGZ50574.1 Seq_1619
OG0002018: SGZ50576.1 Seq_2497
OG0002019: SGZ50581.1 Seq_3716
OG0002020: SGZ50583.1 Seq_482
